,Unnamed: 0,difference,transition_time,match_num,entrance_index,departure_index,camera,departure,entrance,frame_num,h,hour,index,max_track_len,next_cam,next_cam_framenum,track,track_length,w,x1,x2,y1,y2
47,195,0.0013456500646524794,2,196,86525,70049,10,1,0,2338,528,15,70049,74,9,2340,36,74,204,586,790,552,1080
59,201,0.0006457540821437698,22,202,86701,72044,11,1,0,3967,782,15,72044,28,9,3989,12,28,331,1491,1822,298,1080
58,202,0.0011753238551385544,7,203,73716,72639,12,1,0,2099,506,15,72639,85,13,2106,19,85,212,161,373,574,1080
54,215,0.0007381327972387018,3,216,79614,77184,2,1,0,1814,123,15,77184,70,4,1817,9,70,96,820,916,957,1080
55,216,0.0008660052086616691,3,217,79819,77391,2,1,0,2353,247,15,77391,81,4,2356,14,81,144,946,1090,833,1080
56,217,0.0008488336578249701,3,218,80656,77828,2,1,0,5602,285,15,77828,60,4,5605,40,60,171,508,679,795,1080
57,218,0.000557242774358228,2,219,80720,77895,2,1,0,5663,78,15,77895,65,4,5665,43,65,56,650,706,1002,1080
51,221,0.0008734148101107184,3,222,77590,80035,4,1,0,4438,196,15,80035,67,2,4441,111,67,110,1142,1252,884,1080
52,222,0.0007843003294460709,1,223,77648,80150,4,1,0,4651,190,15,80150,67,2,4652,118,67,133,970,1103,890,1080
53,223,0.000751048650970724,3,224,77937,80650,4,1,0,5753,197,15,80650,124,2,5756,150,124,117,522,639,883,1080
48,224,0.0011116830650961457,27,225,68967,80905,5,1,0,97,330,15,80905,27,10,124,1,27,118,0,118,750,1080
49,228,0.0014546913753840473,2,229,81857,84477,7,1,0,95,592,15,84477,28,6,97,4,28,296,1352,1648,488,1080
50,229,0.0012621289126262686,12,230,82731,85176,7,1,0,2286,581,15,85176,34,6,2298,29,34,178,1742,1920,499,1080
60,231,0.0010865436998788644,4,232,107828,87979,10,1,0,829,551,17,87979,41,9,833,23,41,201,681,882,529,1080
84,241,0.001461403052956263,42,242,95304,92306,13,1,0,1673,133,17,92306,176,2,1715,22,176,41,523,564,136,269
83,245,0.001284715048627932,6,246,90690,93831,14,1,0,2442,220,17,93831,85,12,2448,27,85,153,1163,1316,860,1080
79,246,0.0008710689116313662,10,247,96283,94914,2,1,0,71,502,17,94914,64,3,81,1,64,206,149,355,578,1080
80,247,0.0011626238472641722,28,248,97730,95085,2,1,0,640,154,17,95085,82,4,668,8,82,95,51,146,926,1080
81,248,0.0004623693033200091,8,249,98389,95736,2,1,0,2683,415,17,95736,89,4,2691,32,89,220,650,870,665,1080
82,249,0.0008308313589897378,7,250,98791,96132,2,1,0,3486,113,17,96132,82,4,3493,40,82,90,721,811,967,1080
73,250,0.0011279001382737282,10,251,88151,96654,3,1,0,1367,210,17,96654,57,10,1377,27,57,66,222,288,211,421
74,254,0.0005235066225515987,1,255,94928,97707,4,1,0,389,304,17,97707,80,2,390,5,80,178,802,980,776,1080
75,255,0.0013801735333113393,21,256,95457,98348,4,1,0,1721,245,17,98348,214,2,1742,37,214,175,431,606,825,1070
76,257,0.0011919587786065214,16,258,97047,99069,4,1,0,5648,460,17,99069,86,3,5664,123,86,191,1729,1920,620,1080
77,258,0.000757318316529641,3,259,96202,99179,4,1,0,5646,173,17,99179,102,2,5649,136,102,123,1151,1274,907,1080
78,259,0.0010756285894988663,15,260,97390,99388,4,1,0,5749,436,17,99388,74,3,5764,148,74,176,1650,1826,644,1080
63,261,0.0010723374354057538,1,262,101777,99473,5,1,0,319,617,17,99473,36,6,320,9,36,264,95,359,463,1080
64,264,0.0011443024594780644,5,265,102511,100088,5,1,0,2098,345,17,100088,38,6,2103,50,38,60,0,60,734,1079
66,269,0.0009571799949613523,2,270,106586,102685,6,1,0,2834,265,17,102685,37,7,2836,48,37,162,1045,1207,815,1080
67,272,0.001418332919802207,2,273,101803,105300,7,1,0,360,262,17,105300,27,6,362,4,27,158,1555,1713,818,1080
68,273,0.001400293809300758,2,274,88151,105588,7,1,0,1375,635,17,105588,20,10,1377,28,20,221,742,963,409,1044
69,274,0.0011264751555095905,29,275,99912,105748,7,1,0,1954,271,17,105748,92,5,1983,37,92,175,1019,1194,809,1080
70,275,0.0010363680115497431,7,276,102511,105898,7,1,0,2096,283,17,105898,28,6,2103,47,28,136,1784,1920,796,1079
71,276,0.0010766772109932537,46,277,108267,106638,7,1,0,2906,605,17,106638,27,9,2952,63,27,260,1660,1920,475,1080
72,277,0.0012816483981018256,4,278,89868,107309,7,1,0,5166,468,17,107309,22,10,5170,87,22,213,859,1072,612,1080
61,279,0.0010803643793963473,5,280,88065,107981,9,1,0,1125,388,17,107981,82,10,1130,19,82,216,29,245,692,1080
87,280,0.0006789842909505006,17,281,110091,110856,11,1,0,3112,694,19,110856,145,10,3129,19,145,189,1731,1920,130,824
86,291,0.0010337360866177134,5,292,111637,113449,3,1,0,3624,186,19,113449,59,13,3629,26,59,150,341,491,894,1080
85,294,0.0013535620095966447,3,295,115227,116052,6,1,0,2724,535,19,116052,34,5,2727,17,34,228,1202,1430,545,1080
88,299,0.0013160441950390315,2,300,131765,119102,10,1,0,419,209,9,119102,101,9,421,5,101,134,1239,1373,863,1072
89,300,0.0011775743236662512,4,301,131291,120092,10,1,0,3907,139,9,120092,46,7,3911,36,46,48,158,206,246,385
90,301,0.0009797529269392968,5,302,132339,120244,10,1,0,4058,358,9,120244,60,9,4063,44,60,152,781,933,722,1080
113,303,0.0009842469816557467,8,304,120410,121185,11,1,0,4822,685,9,121185,36,10,4830,19,36,192,1728,1920,186,871
104,304,0.0008081685634651454,17,305,122509,121371,12,1,0,1344,145,9,121371,27,13,1361,9,27,115,1550,1665,935,1080
105,305,0.00128620780579669,3,306,122567,121411,12,1,0,1606,437,9,121411,39,13,1609,11,39,128,0,128,643,1080
106,307,0.001038911680838933,8,308,122630,121444,12,1,0,2396,463,9,121444,32,13,2404,12,32,231,214,445,616,1079
111,308,0.001273957971218927,5,309,123673,122461,13,1,0,715,164,9,122461,51,14,720,9,51,112,1340,1452,916,1080
112,309,0.001357076857209942,23,310,126915,123097,13,1,0,5152,457,9,123097,146,3,5175,34,146,133,286,419,276,733
107,310,0.0010188124814092476,13,311,122410,123669,14,1,0,651,402,9,123669,73,13,664,2,73,147,1773,1920,678,1080
108,311,0.0009115756617653065,10,312,122509,123730,14,1,0,1351,562,9,123730,31,13,1361,7,31,193,1727,1920,487,1049
109,312,0.0007911614400516061,7,313,122630,123780,14,1,0,2397,511,9,123780,28,13,2404,13,28,137,1783,1920,555,1066
110,313,0.0010219848115662488,3,314,121568,123944,14,1,0,2854,162,9,123944,80,12,2857,18,80,102,1185,1287,918,1080
102,314,0.0011656054445845301,3,315,126463,125576,2,1,0,3803,621,9,125576,69,3,3806,22,69,261,106,367,459,1080
103,315,0.001411938260546179,4,316,126684,125652,2,1,0,4964,580,9,125652,72,3,4968,25,72,227,202,429,500,1080
99,316,0.001271520635356517,2,317,127328,125930,3,1,0,608,178,9,125930,23,4,610,4,23,111,1104,1215,902,1080
100,318,0.0007935732234810813,37,319,125406,127467,4,1,0,2388,281,9,127467,42,2,2425,39,42,153,999,1152,799,1080
101,319,0.0007818655040456606,6,320,125442,127553,4,1,0,3348,222,9,127553,65,2,3354,62,65,144,663,807,858,1080
92,321,0.0013597471933757595,6,322,130178,128712,5,1,0,5826,639,9,128712,32,6,5832,86,32,282,14,296,441,1080
93,324,0.0008261071468788964,2,325,127883,130500,7,1,0,264,102,9,130500,109,5,266,3,109,89,1168,1257,978,1080
94,325,0.0011889208347779054,9,326,128742,130677,7,1,0,322,483,9,130677,78,6,331,7,78,199,1689,1888,597,1080
95,327,0.001142262028670542,5,328,129315,131015,7,1,0,2517,366,9,131015,41,6,2522,28,41,114,1806,1920,707,1073
96,329,0.001285671705698102,16,330,129613,131382,7,1,0,3996,488,9,131382,27,6,4012,46,27,216,1187,1403,592,1080
98,331,0.001163543708291707,10,332,130178,131729,7,1,0,5822,326,9,131729,34,6,5832,68,34,205,1694,1899,754,1080
91,333,0.0005709537219804763,2,334,121115,132523,9,1,0,4364,248,9,132523,118,11,4366,50,118,156,1344,1500,832,1080
