,Unnamed: 0,difference,transition_time,match_num,entrance_index,departure_index,camera,departure,entrance,frame_num,h,hour,index,max_track_len,next_cam,next_cam_framenum,track,track_length,w,x1,x2,y1,y2
67,316,0.0010252845261519347,3,317,85276,112488,9,1,0,1446,542,15,112488,65,10,1449,20,65,204,208,412,538,1080
68,317,0.0010911425550342213,3,318,85732,112644,9,1,0,1972,566,15,112644,65,10,1975,28,65,238,156,394,514,1080
69,318,0.001133187558548437,2,319,86000,112719,9,1,0,2175,418,15,112719,73,10,2177,31,73,166,0,166,662,1080
84,329,0.0014628707507099352,2,330,151290,121124,10,1,0,5852,215,17,121124,83,9,5854,202,83,126,762,888,865,1080
109,330,0.0007685483576119278,2,331,149723,123062,11,1,0,1271,187,17,123062,625,9,1273,3,625,143,490,633,893,1080
110,334,0.0011569983346445044,46,335,150549,123360,11,1,0,3803,860,17,123360,40,9,3849,40,40,219,1701,1920,206,1066
111,336,0.0012893285446410033,37,337,120274,123394,11,1,0,3798,690,17,123394,33,10,3835,41,33,196,1724,1920,223,913
102,339,0.0008713874803935901,10,340,125178,123567,12,1,0,377,576,17,123567,26,13,387,10,26,261,687,948,504,1080
103,340,0.0013527598287370985,15,341,125333,123676,12,1,0,805,408,17,123676,36,13,820,18,36,108,0,108,672,1080
108,347,0.001413209735075394,1,348,129411,126932,13,1,0,4527,337,17,126932,45,14,4528,115,45,198,1292,1490,743,1080
104,352,0.000729198451530779,6,353,125178,127921,14,1,0,381,446,17,127921,22,13,387,12,22,168,1752,1920,630,1076
105,353,0.0008828713576681476,10,354,125241,127953,14,1,0,508,427,17,127953,31,13,518,13,31,86,1834,1920,606,1033
106,354,0.0010592372293839964,15,355,125333,128013,14,1,0,805,426,17,128013,28,13,820,15,28,79,1841,1920,650,1076
107,356,0.0013245061610929734,17,357,127671,129668,14,1,0,5960,429,17,129668,34,13,5977,103,34,181,1739,1920,651,1080
97,372,0.0006473983908450663,6,373,131524,136360,4,1,0,112,209,17,136360,67,2,118,3,67,133,1242,1375,871,1080
98,373,0.0007476915358834872,2,374,132340,136935,4,1,0,2550,167,17,136935,93,2,2552,68,93,111,566,677,913,1080
99,374,0.001286610269351022,7,375,135244,137265,4,1,0,3497,470,17,137265,60,3,3504,85,60,208,1524,1732,610,1080
100,375,0.0007112902210029317,4,376,132938,137616,4,1,0,4530,168,17,137616,45,2,4534,103,45,117,1042,1159,912,1080
101,376,0.0014101530113503527,17,377,133737,138201,4,1,0,5252,270,17,138201,408,2,5269,108,408,192,392,584,805,1075
88,386,0.0009711906963117008,8,387,143604,139130,5,1,0,2236,370,17,139130,28,6,2244,35,28,92,0,92,710,1080
89,387,0.0010235225890212866,8,388,144286,139931,5,1,0,3163,404,17,139931,274,6,3171,61,274,165,0,165,676,1080
90,389,0.0014788814751484519,6,390,144532,140085,5,1,0,3434,300,17,140085,39,6,3440,68,39,123,50,173,397,697
91,391,0.0014710229529403345,1,392,145430,140567,5,1,0,5555,529,17,140567,65,6,5556,99,65,240,29,269,551,1080
92,397,0.001095017687321355,2,398,140158,144727,6,1,0,3589,429,17,144727,66,5,3591,76,66,207,1178,1385,651,1080
93,402,0.0011188054012195355,2,403,140368,145383,6,1,0,5155,520,17,145383,31,5,5157,101,31,236,1109,1345,560,1080
94,404,0.0011617190102452025,11,405,141362,146243,7,1,0,335,455,17,146243,88,6,346,17,88,211,1684,1895,625,1080
95,405,0.0014004156169240749,19,406,143604,146790,7,1,0,2225,523,17,146790,20,6,2244,40,20,242,652,894,557,1080
96,407,0.0013474693409747515,22,408,139549,147252,7,1,0,2831,199,17,147252,95,5,2853,60,95,130,1115,1245,881,1080
85,416,0.001211929379780774,4,417,119639,150444,9,1,0,3268,467,17,150444,54,10,3272,77,54,210,38,248,613,1080
86,417,0.0011430550915767221,12,418,120575,151107,9,1,0,4719,513,17,151107,105,10,4731,126,105,205,0,205,567,1080
87,418,0.0009907683855205323,16,419,120597,151157,9,1,0,4711,525,17,151157,49,10,4727,137,49,232,155,387,555,1080
112,422,0.0008144990328393724,43,423,165888,153978,10,1,0,4824,315,19,153978,139,6,4867,71,139,104,0,104,292,607
114,474,0.0012664913887320214,2,475,165771,164536,5,1,0,4740,400,19,164536,55,6,4742,62,55,202,0,202,676,1076
115,499,0.0013099675951824454,5,500,165771,168227,7,1,0,4737,391,19,168227,60,6,4742,153,60,253,1667,1920,679,1070
113,506,0.0010485820355226935,5,507,154174,171830,9,1,0,5714,610,19,171830,53,10,5719,45,53,244,285,529,456,1066
131,516,0.0009935563615436236,46,517,173062,175530,11,1,0,306,254,9,175530,31,10,352,2,31,176,1045,1221,826,1080
130,521,0.0012302378454919446,13,522,177075,179950,14,1,0,1394,492,9,179950,25,13,1407,17,25,107,1813,1920,588,1080
129,523,0.0006032140858714253,4,524,184754,180924,2,1,0,453,322,9,180924,80,4,457,3,80,179,835,1014,758,1080
125,528,0.0007806113757796242,4,529,181024,185035,4,1,0,1010,356,9,185035,56,2,1014,25,56,181,888,1069,724,1080
126,529,0.0008249791057924982,1,530,181946,185655,4,1,0,3087,371,9,185655,59,2,3088,54,59,203,900,1103,709,1080
127,530,0.0014341344874354664,6,531,184237,186228,4,1,0,4450,240,9,186228,557,3,4456,62,557,238,1255,1493,830,1070
128,532,0.0010654280329632838,7,533,182482,186441,4,1,0,4105,316,9,186441,73,2,4112,66,73,115,1364,1479,398,714
119,536,0.0007206548043160343,11,537,191060,187536,5,1,0,1083,511,9,187536,75,7,1094,20,75,233,13,246,569,1080
120,537,0.0013068004788594815,3,538,191767,187837,5,1,0,3555,225,9,187837,20,7,3558,57,20,183,1607,1790,855,1080
121,541,0.0012015879229590285,2,542,187298,188401,6,1,0,99,297,9,188401,42,5,101,1,42,193,1060,1253,783,1080
122,549,0.0013259382088825216,24,550,188237,190228,6,1,0,4835,168,9,190228,45,5,4859,69,45,52,687,739,120,288
123,553,0.0008512825737422027,46,554,180844,190828,7,1,0,327,110,9,190828,85,2,373,19,85,35,1641,1676,76,186
124,556,0.0006260608191666838,3,557,188237,192421,7,1,0,4856,325,9,192421,60,5,4859,111,60,185,1080,1265,755,1080
116,557,0.0009591278623258283,3,558,173062,193119,9,1,0,349,491,9,193119,43,10,352,7,43,217,242,459,589,1080
118,559,0.0008298970017233536,1,560,173601,193206,9,1,0,1392,566,9,193206,81,10,1393,22,81,231,51,282,514,1080
