,Unnamed: 0,difference,transition_time,match_num,entrance_index,departure_index,camera,departure,entrance,frame_num,h,hour,index,max_track_len,next_cam,next_cam_framenum,track,track_length,w,x1,x2,y1,y2
5,126,0.0009716160980248546,3,127,4950,39336,9,1,0,5528,211,11,39336,110,10,5531,128,110,82,0,82,869,1080
22,140,0.0012171957757784342,1,141,78817,43518,10,1,0,2923,137,13,43518,69,9,2924,114,69,82,1568,1650,941,1078
23,142,0.0010743344320467666,9,143,79202,44156,10,1,0,3933,503,13,44156,22,9,3942,163,22,205,878,1083,577,1080
24,144,0.0013368882463692985,8,145,79288,44459,10,1,0,4299,526,13,44459,69,9,4307,184,69,196,864,1060,554,1080
25,145,0.0011618829569074096,7,146,79480,44868,10,1,0,4979,459,13,44868,39,9,4986,199,39,211,869,1080,621,1080
26,147,0.0010256492367788923,3,148,45461,45262,10,1,0,5874,141,13,45262,63,11,5877,225,63,111,1132,1243,935,1076
56,148,0.0012260307469854118,5,149,42993,45398,11,1,0,2370,740,13,45398,26,10,2375,4,26,257,1663,1920,204,944
52,153,0.0013941882823552492,22,154,62260,47450,12,1,0,4546,510,13,47450,30,3,4568,94,30,92,0,92,525,1035
53,154,0.0014470709921824837,12,155,51132,47682,12,1,0,5376,495,13,47682,25,13,5388,111,25,132,0,132,585,1080
54,155,0.0012955000678848364,43,156,63482,47763,12,1,0,5503,513,13,47763,46,3,5546,116,46,225,32,257,567,1080
55,171,0.0012196085022505374,2,172,46280,52874,14,1,0,3233,117,13,52874,51,12,3235,30,51,92,1312,1404,961,1078
47,176,0.0006667034607823336,2,177,65016,56439,2,1,0,459,262,13,56439,62,4,461,34,62,124,1315,1439,818,1080
48,177,0.0008427306480733482,1,178,65125,56652,2,1,0,1179,113,13,56652,105,4,1180,47,105,81,1382,1463,967,1080
49,184,0.000992046093629898,6,185,61526,58451,2,1,0,3102,440,13,58451,60,3,3108,128,60,157,0,157,636,1076
50,185,0.0007074509616173423,21,186,66855,58814,2,1,0,3465,252,13,58814,84,4,3486,160,84,151,875,1026,828,1080
51,186,0.0013800094167333047,4,187,50311,59107,2,1,0,3737,353,13,59107,86,13,3741,187,86,170,20,190,727,1080
34,190,0.0011516020255263534,12,191,56377,60339,3,1,0,385,104,13,60339,53,2,397,9,53,35,305,340,159,263
35,193,0.001400037355604092,24,194,57068,60785,3,1,0,1504,374,13,60785,34,2,1528,28,34,177,930,1107,706,1080
36,194,0.0014787542166808285,7,195,65667,61019,3,1,0,1803,88,13,61019,28,4,1810,62,28,85,889,974,992,1080
37,195,0.0014834400452607304,6,196,57460,61130,3,1,0,1937,231,13,61130,86,2,1943,65,86,147,1062,1209,849,1080
38,196,0.00140538691309978,6,197,58553,61490,3,1,0,2973,324,13,61490,57,2,2979,80,57,165,985,1150,756,1080
39,200,0.0013984688675882993,4,201,59657,63093,3,1,0,5547,182,13,63093,78,2,5551,170,78,120,899,1019,898,1080
40,201,0.0013889632089920528,15,202,59920,63259,3,1,0,5562,257,13,63259,55,2,5577,178,55,153,791,944,823,1080
41,202,0.001384656491451113,6,203,61020,65707,4,1,0,1850,428,13,65707,40,3,1856,122,40,150,1768,1918,619,1047
42,203,0.0004990674030558148,2,204,57570,65787,4,1,0,2105,138,13,65787,68,2,2107,128,68,88,1253,1341,942,1080
43,204,0.0009668768695803539,2,205,58087,66325,4,1,0,2751,133,13,66325,66,2,2753,165,66,78,1280,1358,947,1080
44,205,0.0011685602496538199,16,206,61824,66724,4,1,0,3503,288,13,66724,109,3,3519,208,109,184,1029,1213,789,1077
45,206,0.0012427874775617633,8,207,61858,66826,4,1,0,3507,273,13,66826,96,3,3515,212,96,176,1535,1711,807,1080
46,207,0.0005728680364853197,1,208,59398,67438,4,1,0,3960,166,13,67438,89,2,3961,250,89,125,938,1063,914,1080
27,220,0.001469361173655902,5,221,75431,71191,6,1,0,2159,204,13,71191,34,7,2164,65,34,135,858,993,876,1080
28,225,0.0014437095588271125,22,226,70117,72458,6,1,0,4865,297,13,72458,40,5,4887,159,40,94,202,296,178,475
30,235,0.0008922170433746224,17,236,42311,73751,7,1,0,1252,396,13,73751,39,10,1269,41,39,122,1798,1920,684,1080
31,238,0.0014251225759221073,42,239,71509,75685,7,1,0,2749,458,13,75685,24,6,2791,110,24,205,994,1199,622,1080
32,239,0.0010634605831523194,8,240,71967,76780,7,1,0,3737,480,13,76780,65,6,3745,168,65,206,1683,1889,600,1080
33,242,0.0013662604180337975,9,243,72248,77284,7,1,0,4286,383,13,77284,37,6,4295,210,37,100,1820,1920,697,1080
57,251,0.0009215280694776117,11,252,102600,81985,10,1,0,2318,160,15,81985,28,7,2329,55,28,53,161,214,239,399
58,252,0.001262705779475786,15,253,98789,82034,10,1,0,2325,140,15,82034,23,5,2340,57,23,47,162,209,237,377
61,256,0.0014753695690891688,12,257,102700,82196,10,1,0,2345,178,15,82196,22,7,2357,63,22,52,136,188,221,399
62,259,0.0013703136556577804,7,260,105075,82760,10,1,0,3462,198,15,82760,34,9,3469,95,34,119,932,1051,882,1080
86,260,0.0014749104741948564,21,261,81735,83274,11,1,0,2064,684,15,83274,107,10,2085,7,107,178,1742,1920,269,953
87,262,0.000996086972296408,1,263,104752,83397,11,1,0,2550,303,15,83397,54,9,2551,12,54,180,954,1134,777,1080
73,265,0.0012162089830904193,6,266,87949,86404,12,1,0,4712,244,15,86404,27,13,4718,101,27,172,318,490,836,1080
74,267,0.0014443619659865866,2,268,88215,86532,12,1,0,5364,402,15,86532,27,13,5366,109,27,207,151,358,678,1080
84,269,0.0009448544041274047,9,270,85438,86852,13,1,0,1741,208,15,86852,89,12,1750,22,89,126,1151,1277,872,1080
75,273,0.0013845907663157652,9,274,86604,88685,14,1,0,204,547,15,88685,80,13,213,7,80,222,1665,1887,533,1080
76,275,0.0013086614540845705,16,276,96026,92572,14,1,0,2083,530,15,92572,32,3,2099,49,32,256,1530,1786,522,1052
78,276,0.0006852901010008835,5,277,87145,92594,14,1,0,2104,593,15,92594,21,13,2109,50,21,344,932,1276,482,1075
79,277,0.0014634416295523068,2,278,85916,92838,14,1,0,2835,299,15,92838,83,12,2837,62,83,174,1073,1247,781,1080
80,278,0.0014340985047459742,28,279,96839,93046,14,1,0,3750,486,15,93046,90,3,3778,81,90,179,1160,1339,409,895
82,279,0.001147954846213589,2,280,87949,93218,14,1,0,4716,343,15,93218,29,13,4718,95,29,53,1867,1920,672,1015
83,281,0.0011078774614263003,4,282,88215,93690,14,1,0,5362,485,15,93690,25,13,5366,108,25,212,1186,1398,595,1080
72,284,0.0014393575300864765,2,285,92519,95667,3,1,0,1750,134,15,95667,94,14,1752,36,94,46,369,415,149,283
64,288,0.001487874802119202,15,289,100104,98601,5,1,0,1057,521,15,98601,30,6,1072,20,30,138,0,138,559,1080
65,289,0.0012515153955696885,11,290,100276,98625,5,1,0,1559,263,15,98625,22,6,1570,24,22,80,1840,1920,307,570
66,296,0.0005791695606131798,3,297,103876,99495,5,1,0,5722,219,15,99495,63,7,5725,92,63,155,750,905,861,1080
67,297,0.0013688787334331849,26,298,80422,99569,6,1,0,123,258,15,99569,50,10,149,5,50,95,200,295,167,425
68,298,0.0013750529880681606,2,299,102871,101052,6,1,0,2356,258,15,101052,47,7,2358,63,47,173,1291,1464,822,1080
69,303,0.0010161011446991972,13,304,99976,102269,7,1,0,1031,364,15,102269,33,6,1044,24,33,105,1815,1920,716,1080
70,304,0.0012286755413823242,14,305,100104,102310,7,1,0,1058,271,15,102310,40,6,1072,25,40,105,1815,1920,798,1069
71,306,0.0012686586131890744,13,307,100276,102453,7,1,0,1557,586,15,102453,28,6,1570,35,28,249,1488,1737,494,1080
63,310,0.0012096310092498848,14,311,83095,105408,9,1,0,5203,528,15,105408,96,10,5217,58,96,232,132,364,552,1080
88,312,0.0005603894912857396,45,313,131275,107043,10,1,0,1589,182,17,107043,45,6,1634,38,45,68,582,650,283,465
116,313,0.0012943695981187152,6,314,112181,109911,12,1,0,655,509,17,109911,27,13,661,5,27,211,0,211,571,1080
120,321,0.0011843151297994407,3,322,109914,112301,13,1,0,781,365,17,112301,57,12,784,9,57,173,1232,1405,715,1080
121,323,0.0009511274862357653,6,324,118297,113487,13,1,0,2616,102,17,113487,84,14,2622,71,84,36,547,583,126,228
122,325,0.0013968454890339456,2,326,110655,113709,13,1,0,2822,424,17,113709,25,12,2824,78,25,192,1091,1283,656,1080
123,328,0.0012106587162865616,13,329,124081,114100,13,1,0,3306,293,17,114100,24,3,3319,98,24,123,254,377,214,507
124,332,0.0010744533045368887,33,333,121974,117027,13,1,0,5048,179,17,117027,33,2,5081,175,33,73,699,772,207,386
117,334,0.000994520051558597,13,335,113578,118234,14,1,0,2521,386,17,118234,44,13,2534,38,44,70,1850,1920,588,974
118,336,0.0008298544524075053,11,337,113716,118516,14,1,0,3072,472,17,118516,31,13,3083,57,31,97,1823,1920,608,1080
119,338,0.001298594717828733,19,339,117292,119851,14,1,0,5771,473,17,119851,57,13,5790,96,57,188,1732,1920,607,1080
112,340,0.000839602894203975,24,341,133623,120262,2,1,0,1602,133,17,120262,23,7,1626,27,23,44,302,346,135,268
113,341,0.0011904140655812762,4,342,128074,120594,2,1,0,1755,225,17,120594,81,4,1759,32,81,134,905,1039,855,1080
114,343,0.0010058523617544042,3,344,128193,120834,2,1,0,2151,502,17,120834,34,4,2154,45,34,182,965,1147,578,1080
115,345,0.0011582092606882075,7,346,128680,121609,2,1,0,3613,334,17,121609,85,4,3620,97,85,199,1005,1204,746,1080
99,348,0.001259539452217091,6,349,127449,122455,3,1,0,760,173,17,122455,29,4,766,19,29,131,853,984,907,1080
100,349,0.0013346904942479964,33,350,120843,123284,3,1,0,2122,237,17,123284,35,2,2155,67,35,142,1137,1279,843,1080
101,350,0.0013674868162699956,6,351,128249,123311,3,1,0,2173,79,17,123311,26,4,2179,68,26,74,880,954,1001,1080
102,351,0.001225015056748636,5,352,128363,123546,3,1,0,2598,299,17,123546,89,4,2603,73,89,171,918,1089,781,1080
103,352,0.0013516611822380288,1,353,121004,123640,3,1,0,2604,78,17,123640,93,2,2605,78,93,52,1868,1920,1002,1080
104,356,0.0014759233745672072,4,357,128510,123878,3,1,0,3299,182,17,123878,75,4,3303,93,75,127,1159,1286,898,1080
105,363,0.0010174265721789276,45,364,121974,126517,3,1,0,5036,298,17,126517,31,2,5081,155,31,109,205,314,224,522
106,365,0.0011566128386086248,15,366,120073,127637,4,1,0,1433,372,17,127637,96,2,1448,17,96,149,1771,1920,703,1075
107,367,0.0010603318629425456,10,368,123312,128302,4,1,0,2232,454,17,128302,53,3,2242,53,53,169,1749,1918,620,1074
108,369,0.0012086602185323741,24,370,126593,129055,4,1,0,4996,392,17,129055,49,3,5020,119,49,174,1712,1886,688,1080
110,372,0.0013720490206383415,1,373,126486,129096,4,1,0,5004,498,17,129096,30,3,5005,125,30,219,1487,1706,582,1080
111,373,0.0010786990955969774,3,374,122049,129170,4,1,0,5255,189,17,129170,69,2,5258,128,69,129,1298,1427,891,1080
91,381,0.0014529357465275538,4,382,135293,131917,6,1,0,3953,196,17,131917,38,7,3957,49,38,132,823,955,884,1080
92,385,0.0012469938707755205,10,386,131186,133532,7,1,0,1529,455,17,133532,37,6,1539,28,37,100,1820,1920,625,1080
93,389,0.0014538748975706848,1,390,131423,134307,7,1,0,2365,623,17,134307,60,6,2366,79,60,243,1532,1775,457,1080
94,391,0.0012496974231456068,8,392,132439,135664,7,1,0,4515,340,17,135664,94,6,4523,152,94,153,1756,1909,740,1080
95,392,0.0013284911121346252,10,393,132586,135715,7,1,0,4618,305,17,135715,28,6,4628,162,28,162,1280,1442,775,1080
96,393,0.001420431467833778,17,394,109192,135791,7,1,0,4631,429,17,135791,20,10,4648,166,20,136,1784,1920,651,1080
97,394,0.0012092420320674313,7,395,132918,135858,7,1,0,5262,369,17,135858,62,6,5269,182,62,187,1704,1891,711,1080
98,395,0.001307605795940797,10,396,132956,135911,7,1,0,5282,525,17,135911,43,6,5292,191,43,227,1508,1735,555,1080
89,396,0.0008402908476408732,15,397,107083,136843,9,1,0,1749,551,17,136843,76,10,1764,34,76,217,498,715,529,1080
90,397,0.0010334022989974914,22,398,108597,137160,9,1,0,4086,401,17,137160,88,10,4108,66,88,184,662,846,679,1080
134,424,0.0011138937456903373,6,425,152724,160665,4,1,0,2287,346,19,160665,53,2,2293,25,53,185,744,929,734,1080
125,428,0.0010375392371471718,10,429,161669,161055,5,1,0,146,399,19,161055,24,6,156,2,24,62,0,62,681,1080
126,432,0.0010937562301707518,7,433,163657,161625,5,1,0,4996,497,19,161625,22,6,5003,58,22,294,649,943,583,1080
127,434,0.0012162906905854186,3,435,161057,161785,6,1,0,579,463,19,161785,46,5,582,5,46,203,1165,1368,617,1080
129,438,0.0012776480596706908,18,439,161187,162422,6,1,0,1791,523,19,162422,23,5,1809,31,23,279,1391,1670,557,1080
130,439,0.001212219910257448,6,440,161636,163883,6,1,0,5229,541,19,163883,34,5,5235,73,34,244,988,1232,539,1080
131,441,0.0013069915431111398,10,442,161669,163948,7,1,0,146,407,19,163948,40,6,156,1,40,132,1788,1920,673,1080
132,443,0.0014458014228603798,6,444,162488,164169,7,1,0,2466,508,19,164169,54,6,2472,14,54,226,1651,1877,572,1080
133,446,0.0007428337057959137,1,447,163657,165478,7,1,0,5002,407,19,165478,31,6,5003,56,31,129,1791,1920,673,1080
135,452,0.0009006929659530068,5,453,188053,167963,10,1,0,4914,387,9,167963,84,9,4919,58,84,149,912,1061,693,1080
155,453,0.0010147413843468527,7,454,171483,169438,12,1,0,3068,479,9,169438,63,13,3075,33,63,236,76,312,601,1080
158,460,0.0012760471596129756,3,461,169809,172915,13,1,0,4301,548,9,172915,36,12,4304,62,36,255,986,1241,532,1080
159,463,0.0014324083396086386,5,464,179998,173060,13,1,0,4420,281,9,173060,44,3,4425,71,44,113,278,391,243,524
160,466,0.0010173291581808087,2,467,175225,174293,13,1,0,5383,152,9,174293,25,14,5385,102,25,93,1110,1203,928,1080
156,469,0.0012823526879020785,3,470,172024,174795,14,1,0,3895,502,9,174795,40,13,3898,33,40,128,1792,1920,566,1068
157,471,0.0010574127474448144,16,472,172175,174827,14,1,0,3893,337,9,174827,31,13,3909,34,31,177,1579,1756,739,1076
146,475,0.0014942414323487973,2,476,178014,176058,2,1,0,404,598,9,176058,65,3,406,1,65,258,161,419,482,1080
147,476,0.0013432109466013848,9,477,181372,176214,2,1,0,1184,297,9,176214,67,4,1193,4,67,252,1248,1500,773,1070
148,477,0.0014531351115576433,1,478,178476,176452,2,1,0,2827,488,9,176452,72,3,2828,21,72,211,17,228,592,1080
149,478,0.0014226103940331984,1,479,179534,176795,2,1,0,4213,521,9,176795,57,3,4214,47,57,239,134,373,559,1080
151,480,0.001099824401218666,10,481,172879,176864,2,1,0,4255,579,9,176864,68,13,4265,48,68,250,64,314,501,1080
152,481,0.0013118344332903973,28,482,179665,176952,2,1,0,4321,241,9,176952,65,3,4349,53,65,141,77,218,839,1080
153,483,0.0008146744136754741,13,484,179940,177104,2,1,0,4401,487,9,177104,84,3,4414,63,84,181,614,795,593,1080
154,484,0.0010793718928768224,6,485,179876,177172,2,1,0,4405,398,9,177172,67,3,4411,64,67,157,37,194,682,1080
141,487,0.0009333196994953287,4,488,177257,180620,3,1,0,4944,438,9,180620,23,2,4948,116,23,205,1174,1379,642,1080
142,488,0.0007654498725614973,7,489,176223,181515,4,1,0,1633,201,9,181515,64,2,1640,30,64,119,742,861,879,1080
143,489,0.0005404369291908694,6,490,176646,182209,4,1,0,4091,136,9,182209,84,2,4097,72,84,103,914,1017,944,1080
144,490,0.0007383160281807473,2,491,177540,183365,4,1,0,5561,211,9,183365,95,2,5563,124,95,156,301,457,869,1080
145,491,0.0004360054325851333,5,492,177719,183537,4,1,0,5712,353,9,183537,66,2,5717,137,66,192,856,1048,727,1080
137,492,0.0013629070897433892,2,493,185390,184258,5,1,0,4853,404,9,184258,30,6,4855,59,30,81,0,81,674,1078
138,493,0.0009513131486385664,1,494,183877,185121,6,1,0,3770,375,9,185121,42,5,3771,34,42,202,1413,1615,705,1080
139,494,0.001457511896244963,5,495,184937,186063,7,1,0,2484,336,9,186063,35,6,2489,26,35,50,1870,1920,708,1044
140,504,0.001416508092288777,13,505,185390,187107,7,1,0,4842,462,9,187107,33,6,4855,67,33,206,976,1182,405,867
136,506,0.0010193667645125104,5,507,168312,188371,9,1,0,5921,569,9,188371,77,10,5926,73,77,259,305,564,511,1080
