,Unnamed: 0,difference,transition_time,match_num,entrance_index,departure_index,camera,departure,entrance,frame_num,h,hour,index,max_track_len,next_cam,next_cam_framenum,track,track_length,w,x1,x2,y1,y2
73,268,0.0014745597737295835,5,269,78630,76548,3,1,0,4531,186,15,76548,29,4,4536,131,29,126,1103,1229,894,1080
74,270,0.0012871806967710232,4,271,72552,77780,4,1,0,279,217,15,77780,48,2,283,5,48,154,1292,1446,853,1070
75,271,0.000784003291920731,3,272,76041,78280,4,1,0,3160,384,15,78280,81,3,3163,34,81,144,1776,1920,696,1080
76,272,0.00045046848645491583,2,273,73810,78745,4,1,0,4865,271,15,78745,80,2,4867,53,80,182,1051,1233,809,1080
59,273,0.0012828412456264804,5,274,80949,79040,5,1,0,650,351,15,79040,25,6,655,8,25,232,38,270,729,1080
60,277,0.0013035389639662125,2,278,81135,79346,5,1,0,989,407,15,79346,32,6,991,23,32,203,0,203,673,1080
61,279,0.0005299046025940205,46,280,87535,79723,5,1,0,2419,551,15,79723,46,9,2465,56,46,218,284,502,529,1080
62,284,0.001165624763215622,5,285,79366,81364,6,1,0,1580,383,15,81364,61,5,1585,35,61,203,1344,1547,697,1080
63,294,0.0014277350750717148,2,295,79789,82097,6,1,0,2588,274,15,82097,63,5,2590,74,63,172,1559,1731,806,1080
64,295,0.0014569925610613812,1,296,84537,82454,6,1,0,3837,386,15,82454,49,7,3838,88,49,186,717,903,694,1080
66,303,0.001386217412215279,9,304,80949,83702,7,1,0,646,545,15,83702,34,6,655,8,34,205,1715,1920,535,1080
67,304,0.0006620898021876221,2,305,79123,83767,7,1,0,712,295,15,83767,37,5,714,11,37,173,936,1109,785,1080
90,317,0.000772868452882216,5,318,92754,90285,10,1,0,1322,217,17,90285,75,11,1327,33,75,118,615,733,863,1080
91,325,0.001420439533762986,4,326,121316,91995,10,1,0,3950,460,17,91995,22,9,3954,155,22,217,928,1145,620,1080
112,329,0.001398932842366766,13,330,94449,92995,12,1,0,773,345,17,92995,28,13,786,5,28,282,53,335,735,1080
114,330,0.0009927593167033224,13,331,94751,93334,12,1,0,1512,418,17,93334,136,13,1525,8,136,165,0,165,662,1080
115,332,0.0014144404021414884,25,333,94621,93448,12,1,0,1153,250,17,93448,21,13,1178,16,21,158,1176,1334,830,1080
120,338,0.0014231712414815186,4,339,93621,95647,13,1,0,2605,444,17,95647,26,12,2609,80,26,186,1329,1515,636,1080
121,339,0.0014417922302852686,27,340,102705,95823,13,1,0,3714,131,17,95823,111,2,3741,91,111,45,527,572,151,282
122,344,0.0010152998574931953,1,345,99562,98258,13,1,0,5672,285,17,98258,30,14,5673,170,30,160,1748,1908,795,1080
116,345,0.0009331561561871539,17,346,94449,98700,14,1,0,769,283,17,98700,33,13,786,4,33,216,1585,1801,789,1072
117,346,0.0008559421993817155,22,347,94621,98805,14,1,0,1156,455,17,98805,33,13,1178,11,33,82,1838,1920,617,1072
118,347,0.00124047683117853,18,348,94669,98933,14,1,0,1451,416,17,98933,126,13,1469,13,126,92,1828,1920,614,1030
119,348,0.0014749459689418864,18,349,94698,98964,14,1,0,1476,378,17,98964,30,13,1494,14,30,283,1391,1674,697,1075
103,354,0.001187294742970833,4,355,100314,105141,3,1,0,173,408,17,105141,20,2,177,12,20,195,1315,1510,672,1080
104,357,0.0011316814931274012,24,358,102705,106592,3,1,0,3717,102,17,106592,36,2,3741,71,36,78,794,872,975,1077
105,360,0.001346475217966472,15,361,105305,108633,4,1,0,527,492,17,108633,177,3,542,14,177,153,1767,1920,584,1076
106,362,0.0009580375353496906,9,363,101753,109712,4,1,0,2010,182,17,109712,73,2,2019,60,73,112,1165,1277,898,1080
107,363,0.0013373939630695313,6,364,101807,109762,4,1,0,2345,241,17,109762,45,2,2351,64,45,148,1262,1410,839,1080
108,364,0.0008912048772616475,4,365,102241,109953,4,1,0,3044,152,17,109953,89,2,3048,69,89,113,99,212,928,1080
109,366,0.0014166809721350305,5,367,102705,110177,4,1,0,3736,74,17,110177,21,2,3741,79,21,62,244,306,1005,1079
110,370,0.0010562513505229633,7,371,103289,110414,4,1,0,4697,236,17,110414,76,2,4704,102,76,145,560,705,844,1080
111,371,0.0009360412942532412,6,372,104092,110817,4,1,0,5346,183,17,110817,96,2,5352,119,96,128,1015,1143,897,1080
96,374,0.0012304216891587194,2,375,113990,111823,5,1,0,51,629,17,111823,50,6,53,1,50,218,211,429,291,920
97,379,0.0014455971414975648,3,380,114751,112284,5,1,0,1572,431,17,112284,99,6,1575,33,99,149,0,149,649,1080
99,389,0.0008783208194051157,2,390,117817,115109,6,1,0,2260,246,17,115109,78,7,2262,56,78,152,775,927,834,1080
100,403,0.0011929517825127224,46,404,114164,117294,7,1,0,350,439,17,117294,41,6,396,16,41,132,1788,1920,641,1080
101,404,0.001272157730329792,9,405,115123,117936,7,1,0,2515,429,17,117936,58,6,2524,65,58,210,1654,1864,651,1080
102,414,0.0014954989124606644,10,415,113437,120424,7,1,0,5614,587,17,120424,73,5,5624,215,73,232,1139,1371,383,970
92,415,0.001097453827939492,43,416,92821,120798,9,1,0,1383,262,17,120798,28,11,1426,16,28,172,1141,1313,812,1074
93,416,0.0012630397706618242,12,417,90589,120913,9,1,0,1714,562,17,120913,71,10,1726,30,71,211,266,477,518,1080
94,417,0.001400476397052904,43,418,99417,121398,9,1,0,4036,108,17,121398,82,14,4079,62,82,35,475,510,90,198
123,452,0.0010966127415025374,3,453,130120,138057,3,1,0,2021,237,19,138057,191,13,2024,95,191,132,718,850,308,545
124,454,0.000995987133087266,33,455,143137,140005,3,1,0,3421,281,19,140005,202,5,3454,146,202,190,1177,1367,797,1078
125,455,0.0006546469162727192,20,456,132422,141610,3,1,0,4472,76,19,141610,127,13,4492,198,127,36,623,659,219,295
126,456,0.0012144583431293824,8,457,132226,141657,3,1,0,4516,169,19,141657,43,13,4524,202,43,53,470,523,169,338
140,476,0.0009941605252281056,9,477,149107,150890,13,1,0,3958,426,9,150890,54,12,3967,49,54,212,1268,1480,654,1080
139,481,0.0008547898549244009,1,482,157727,154172,2,1,0,2218,202,9,154172,68,4,2219,21,68,127,740,867,878,1080
131,485,0.0014296283122109696,6,486,157891,155781,3,1,0,2897,210,9,155781,35,4,2903,21,35,133,869,1002,870,1080
132,486,0.001247284887266083,25,487,154704,156567,3,1,0,4397,188,9,156567,56,2,4422,48,56,141,368,509,892,1080
133,487,0.000943010342825191,2,488,153935,157561,4,1,0,1700,312,9,157561,79,2,1702,9,79,174,737,911,768,1080
134,489,0.0006922848753683109,1,490,154009,157626,4,1,0,1725,127,9,157626,58,2,1726,12,58,105,1299,1404,953,1080
135,490,0.0007358373455948874,2,491,154485,158032,4,1,0,3381,366,9,158032,73,2,3383,34,73,171,559,730,714,1080
136,492,0.0006779537571255982,3,493,154855,158235,4,1,0,4480,251,9,158235,57,2,4483,43,57,155,1103,1258,829,1080
138,494,0.0012186738912713616,2,495,155304,158580,4,1,0,5128,276,9,158580,86,2,5130,68,86,160,970,1130,804,1080
129,495,0.0013974923558867525,6,496,160947,159947,6,1,0,1642,164,9,159947,45,7,1648,10,45,122,1738,1860,916,1080
130,500,0.0010790645661126297,33,501,154547,162123,7,1,0,3803,107,9,162123,73,2,3836,67,73,36,1663,1699,68,175
127,505,0.001304551062490322,7,506,146728,163817,9,1,0,2719,509,9,163817,89,10,2726,45,89,256,237,493,571,1080
