,Unnamed: 0,difference,transition_time,match_num,entrance_index,departure_index,camera,departure,entrance,frame_num,h,hour,index,max_track_len,next_cam,next_cam_framenum,track,track_length,w,x1,x2,y1,y2
51,183,0.0014721751099234714,14,184,95015,78342,10,1,0,3092,177,15,78342,47,5,3106,42,47,55,70,125,246,423
52,185,0.0009644547021520855,2,186,100024,79456,10,1,0,5411,444,15,79456,34,9,5413,94,34,153,854,1007,636,1080
53,187,0.0010368083724859773,3,188,100205,79561,10,1,0,5530,409,15,79561,66,9,5533,96,66,178,597,775,671,1080
54,188,0.0012904203499627164,42,189,99220,79683,10,1,0,5578,385,15,79683,22,7,5620,108,22,130,171,301,247,632
59,189,0.0014758229329616087,22,190,83140,80583,12,1,0,2145,575,15,80583,130,13,2167,38,130,217,568,785,505,1080
60,190,0.001097030473923838,21,191,83097,80610,12,1,0,2102,407,15,80610,21,13,2123,42,21,236,852,1088,673,1080
61,191,0.0013459277039139087,35,192,83140,80668,12,1,0,2132,307,15,80668,23,13,2167,50,23,77,491,568,208,515
62,200,0.0013785174676007855,20,201,82878,84578,14,1,0,1194,427,15,84578,32,13,1214,2,32,238,1601,1839,624,1051
63,201,0.0013209728379213982,2,202,80356,84676,14,1,0,1602,295,15,84676,96,12,1604,5,96,190,786,976,785,1080
64,203,0.0008731508150726864,15,204,83097,84884,14,1,0,2108,374,15,84884,26,13,2123,31,26,135,1785,1920,706,1080
49,208,0.0010607906651625247,18,209,98544,89693,15,1,0,3315,321,15,89693,44,7,3333,55,44,110,1340,1450,206,527
57,209,0.0010402534677078788,19,210,89649,90731,2,1,0,3252,112,15,90731,64,15,3271,33,64,35,278,313,159,271
58,210,0.0004971225378201491,1,211,94575,90974,2,1,0,5569,112,15,90974,71,4,5570,43,71,81,763,844,968,1080
56,213,0.0004048983641645585,5,214,90142,93675,4,1,0,387,228,15,93675,80,2,392,3,80,146,1183,1329,852,1080
55,217,0.001144259569205699,28,218,97249,95464,5,1,0,5452,190,15,95464,20,6,5480,94,20,128,1420,1548,890,1080
83,244,0.0009131377028128183,4,245,108202,106180,12,1,0,2049,508,17,106180,31,13,2053,42,31,234,168,402,572,1080
85,250,0.0014826936234747187,4,251,106201,108382,13,1,0,2497,516,17,108382,22,12,2501,89,22,219,1122,1341,564,1080
84,260,0.0014112948024642027,44,261,103211,111550,14,1,0,4366,574,17,111550,59,10,4410,50,59,210,810,1020,462,1036
78,267,0.0009979600940166278,9,268,119126,113098,2,1,0,585,437,17,113098,45,4,594,5,45,171,686,857,643,1080
79,268,0.0012670605914155693,15,269,115784,113360,2,1,0,2524,358,17,113360,30,3,2539,13,30,205,0,205,722,1080
80,269,0.0006431195189604168,4,270,120156,113758,2,1,0,3792,388,17,113758,24,4,3796,34,24,240,1029,1269,692,1080
82,271,0.0012975969050236964,25,272,120089,113905,2,1,0,3768,253,17,113905,21,4,3793,43,21,93,430,523,209,462
73,275,0.0014779842116109648,6,276,118859,114728,3,1,0,133,323,17,114728,77,4,139,6,77,181,912,1093,757,1080
74,280,0.0010079980277480636,4,281,120238,116866,3,1,0,5058,215,17,116866,67,4,5062,142,67,127,1098,1225,862,1077
75,284,0.0009498298910835123,7,285,120272,116962,3,1,0,5062,116,17,116962,28,4,5069,149,28,80,1802,1882,964,1080
76,286,0.001178413199031958,15,287,114927,119011,4,1,0,291,486,17,119011,152,3,306,6,152,234,1679,1913,580,1066
77,291,0.0013840560308429172,3,292,114113,120305,4,1,0,5102,167,17,120305,33,2,5105,91,33,151,805,956,913,1080
65,293,0.0011983263417211585,1,294,125870,123185,5,1,0,4090,546,17,123185,85,6,4091,59,85,234,67,301,534,1080
66,294,0.0014170345064959868,6,295,126585,123671,5,1,0,5440,619,17,123671,47,6,5446,100,47,153,0,153,383,1002
68,301,0.0013004669817853669,5,302,129538,124664,6,1,0,2794,138,17,124664,20,7,2799,24,20,93,1289,1382,934,1072
69,303,0.0014470537206397727,1,304,122832,124758,6,1,0,3064,202,17,124758,21,5,3065,32,21,103,1817,1920,872,1074
70,304,0.001462050960477182,4,305,129718,124852,6,1,0,3443,113,17,124852,79,7,3447,35,79,95,1579,1674,965,1078
71,305,0.0014461102913750489,6,306,130293,125719,6,1,0,4228,305,17,125719,275,7,4234,42,275,163,1010,1173,775,1080
72,312,0.0014268220510410409,1,313,124854,129188,7,1,0,3388,231,17,129188,2047,6,3389,17,2047,164,1460,1624,848,1079
101,320,0.0013300278609069851,11,321,137196,135903,12,1,0,4077,437,19,135903,79,13,4088,45,79,185,35,220,643,1080
102,321,0.0011532444130393947,1,322,138050,136095,12,1,0,4350,262,19,136095,74,14,4351,54,74,159,1219,1378,818,1080
104,323,0.00143654192336559,1,324,135674,137175,13,1,0,2984,264,19,137175,41,12,2985,45,41,150,1765,1915,816,1080
103,324,0.0014431077870158595,3,325,136985,137859,14,1,0,2149,313,19,137859,42,13,2152,5,42,79,1841,1920,767,1080
93,325,0.0013875403318988069,2,326,140860,138839,2,1,0,375,177,19,138839,79,4,377,4,79,124,67,191,903,1080
94,327,0.0014711913068859658,8,328,140993,138926,2,1,0,580,281,19,138926,86,4,588,8,86,138,511,649,799,1080
95,328,0.0009730843430932225,6,329,140916,139034,2,1,0,581,370,19,139034,107,4,587,11,107,186,990,1176,710,1080
96,329,0.0010312925592603746,5,330,140131,139134,2,1,0,919,369,19,139134,90,3,924,22,90,119,0,119,711,1080
97,330,0.0012516815987423972,3,331,141426,139315,2,1,0,2165,138,19,139315,104,4,2168,27,104,92,1481,1573,940,1078
98,331,0.0009160942020207175,2,332,140674,139906,2,1,0,5336,566,19,139906,67,3,5338,67,67,225,64,289,514,1080
100,332,0.0009576994101808523,3,333,137541,139970,2,1,0,5826,530,19,139970,62,13,5829,75,62,232,77,309,550,1080
89,335,0.001108972670751249,46,336,139135,140125,3,1,0,908,170,19,140125,28,2,954,14,28,125,986,1111,910,1080
90,337,0.0013199756921435225,5,338,141198,140204,3,1,0,1299,256,19,140204,24,4,1304,25,24,164,797,961,824,1080
91,339,0.0011676972824322671,33,340,139671,140606,3,1,0,4201,146,19,140606,31,2,4234,43,31,103,1211,1314,934,1080
92,341,0.0013306862621655102,10,342,140205,141272,4,1,0,1458,400,19,141272,38,3,1468,32,38,139,1772,1911,669,1069
86,342,0.0010994821858668934,6,343,143396,142434,5,1,0,2267,683,19,142434,32,6,2273,31,32,253,0,253,397,1080
87,345,0.0011805051555250177,1,346,142355,143394,6,1,0,2119,315,19,143394,47,5,2120,6,47,175,1745,1920,765,1080
88,348,0.0007074935944231661,12,349,143396,144653,7,1,0,2261,367,19,144653,28,6,2273,36,28,205,872,1077,713,1080
105,350,0.0012663602047712126,6,351,164754,148416,10,1,0,3081,376,9,148416,396,9,3087,12,396,180,1013,1193,704,1080
131,352,0.0014098186700497086,11,353,148681,149536,11,1,0,3198,545,9,149536,24,10,3209,4,24,131,1789,1920,511,1056
118,354,0.0008879333826861162,2,355,156625,149620,12,1,0,507,593,9,149620,77,3,509,1,77,237,89,326,487,1080
120,355,0.001302514826254066,11,356,151456,149645,12,1,0,900,497,9,149645,24,13,911,5,24,233,835,1068,583,1080
121,356,0.0014246366507622715,7,357,151910,149845,12,1,0,2173,585,9,149845,60,13,2180,12,60,230,361,591,495,1080
122,357,0.0014863002089187884,2,358,152034,149921,12,1,0,2975,452,9,149921,66,13,2977,19,66,189,39,228,628,1080
123,358,0.0012366152909274336,3,359,152516,150133,12,1,0,3634,586,9,150133,71,13,3637,32,71,235,93,328,494,1080
128,362,0.0014136930196711848,4,363,157541,152417,13,1,0,3316,210,9,152417,44,3,3320,62,44,96,575,671,265,475
130,364,0.0013100782060610331,5,365,150134,152508,13,1,0,3617,434,9,152508,53,12,3622,70,53,187,1197,1384,646,1080
124,366,0.0011461155182660024,4,367,151456,154015,14,1,0,907,388,9,154015,32,13,911,3,32,73,1847,1920,692,1080
125,368,0.0012256338042445044,2,369,157273,154070,14,1,0,2981,495,9,154070,23,3,2983,13,23,223,1695,1918,585,1080
127,369,0.000770049866537389,8,370,153418,154488,14,1,0,5733,404,9,154488,33,13,5741,54,33,99,1821,1920,666,1070
116,370,0.001392891040191473,3,371,151088,155561,2,1,0,606,405,9,155561,115,13,609,9,115,155,0,155,675,1080
117,371,0.0007370386945333773,28,372,159724,155703,2,1,0,1627,268,9,155703,66,4,1655,14,66,145,37,182,812,1080
111,374,0.0009240756461824832,15,375,149974,157540,3,1,0,3318,189,9,157540,42,12,3333,44,42,68,453,521,167,356
112,377,0.0010201130047417432,17,378,156794,159506,4,1,0,819,479,9,159506,195,3,836,10,195,224,1676,1900,599,1078
113,378,0.0014726854000386446,9,379,157091,159717,4,1,0,1566,345,9,159717,97,3,1575,17,97,156,1764,1920,735,1080
114,379,0.001483692566324127,3,380,155705,159860,4,1,0,1866,315,9,159860,73,2,1869,25,73,194,633,827,765,1080
115,380,0.0011413717583970244,6,381,155962,160023,4,1,0,3247,271,9,160023,90,2,3253,39,90,195,1130,1325,809,1080
106,382,0.001228157320518192,10,383,161474,160601,5,1,0,3087,301,9,160601,23,6,3097,23,23,57,0,57,779,1080
107,383,0.001404357330484319,17,384,161818,160817,5,1,0,4766,657,9,160817,25,6,4783,37,25,301,725,1026,423,1080
108,384,0.0009408804224108117,1,385,160520,161459,6,1,0,2751,454,9,161459,43,5,2752,8,43,279,870,1149,626,1080
110,387,0.0012405089316166358,3,388,160901,162471,7,1,0,541,450,9,162471,47,6,544,8,47,124,1796,1920,630,1080
