,Unnamed: 0,difference,transition_time,match_num,entrance_index,departure_index,camera,departure,entrance,frame_num,h,hour,index,max_track_len,next_cam,next_cam_framenum,track,track_length,w,x1,x2,y1,y2
14,45,0.0014380831078630429,17,46,16998,19236,4,1,0,5842,535,11,19236,217,3,5859,108,217,207,1713,1920,533,1068
5,46,0.0014923585268152527,9,47,21109,20169,5,1,0,5554,464,11,20169,31,6,5563,66,31,165,0,165,616,1080
6,47,0.0010522440251614583,1,48,19557,20518,6,1,0,2621,471,11,20518,23,5,2622,38,23,226,1392,1618,609,1080
2,54,0.0010775068768778537,2,55,2486,23017,9,1,0,285,266,11,23017,66,11,287,1,66,153,926,1079,814,1080
3,55,0.0012044343282290875,5,56,1367,23295,9,1,0,3447,468,11,23295,77,10,3452,46,77,182,0,182,612,1080
4,56,0.0014949486817651386,1,57,1619,23396,9,1,0,3961,544,11,23396,100,10,3962,52,100,246,124,370,536,1080
26,67,0.0014894712438537642,23,68,62450,25923,10,1,0,329,203,13,25923,31,7,352,12,31,66,200,266,264,467
27,68,0.0013618237148029565,6,69,29356,25978,10,1,0,440,104,13,25978,27,11,446,17,27,92,492,584,976,1080
28,71,0.0014058595052737774,5,72,66207,26749,10,1,0,1466,257,13,26749,77,9,1471,51,77,158,1762,1920,821,1078
29,72,0.0013948795504042757,8,73,66458,26999,10,1,0,1743,97,13,26999,70,9,1751,65,70,79,1238,1317,981,1078
30,73,0.0012269102984371113,1,74,66911,27670,10,1,0,2808,332,13,27670,39,9,2809,101,39,169,1226,1395,744,1076
31,74,0.0014159783632437589,21,75,66995,27691,10,1,0,2791,436,13,27691,20,9,2812,102,20,132,496,628,416,852
32,80,0.0014777038373263954,2,81,67226,28650,10,1,0,4151,358,13,28650,84,9,4153,136,84,149,1083,1232,722,1080
33,81,0.0013514313913637606,6,82,29633,28710,10,1,0,4277,117,13,28710,55,11,4283,140,55,102,357,459,958,1075
34,82,0.001477188330496196,6,83,67554,28764,10,1,0,4315,154,13,28764,53,9,4321,142,53,105,1077,1182,926,1080
35,84,0.0009198230279437023,4,85,67703,28940,10,1,0,4510,478,13,28940,25,9,4514,153,25,202,613,815,602,1080
54,88,0.0014235960311954935,3,89,48043,30104,12,1,0,738,582,13,30104,55,3,741,27,55,221,207,428,498,1080
56,90,0.0009868177750250644,5,91,48338,30343,12,1,0,933,504,13,30343,68,3,938,33,68,209,136,345,576,1080
58,96,0.0009776703035617442,18,97,38752,32851,12,1,0,5835,424,13,32851,28,13,5853,197,28,215,165,380,656,1080
69,100,0.0012922242387842806,2,101,39405,33538,13,1,0,837,242,13,33538,73,14,839,73,73,163,1137,1300,838,1080
59,112,0.0010888294209673876,5,113,47649,39097,14,1,0,226,563,13,39097,36,3,231,1,36,186,1734,1920,473,1036
61,113,0.0010002639160623314,9,114,32987,39132,14,1,0,228,521,13,39132,34,13,237,2,34,107,1813,1920,559,1080
62,116,0.0010729418928739176,2,117,30383,39512,14,1,0,1007,399,13,39512,62,12,1009,29,62,180,720,900,681,1080
63,119,0.0007652746072865946,5,120,49676,40530,14,1,0,2706,551,13,40530,73,3,2711,81,73,212,1556,1768,529,1080
64,120,0.0009302114709898773,12,121,35377,40767,14,1,0,3065,392,13,40767,29,13,3077,98,29,113,1807,1920,688,1080
65,122,0.00142430998588617,9,123,37033,41010,14,1,0,4275,441,13,41010,33,13,4284,115,33,145,1775,1920,639,1080
66,123,0.0013841663551764545,1,124,32228,41223,14,1,0,4621,93,13,41223,102,12,4622,131,102,78,1247,1325,987,1080
67,124,0.001210398561503092,16,125,38752,41919,14,1,0,5837,395,13,41919,39,13,5853,187,39,185,1735,1920,685,1080
49,130,0.0008000838512220145,5,131,53274,44164,2,1,0,489,118,13,44164,70,4,494,13,70,92,732,824,962,1080
50,131,0.0004274903640868929,17,132,48400,44307,2,1,0,920,574,13,44307,41,3,937,27,41,249,86,335,506,1080
51,136,0.0013760653542453018,37,137,55046,45763,2,1,0,3971,94,13,45763,29,4,4008,97,29,92,841,933,977,1071
52,139,0.0005995645658600406,6,140,56401,46709,2,1,0,4846,453,13,46709,43,4,4852,120,43,172,930,1102,456,909
53,140,0.0013723872266112784,15,141,52320,47129,2,1,0,5168,573,13,47129,55,3,5183,144,55,217,174,391,507,1080
43,145,0.0011762975808759276,44,146,66818,49559,3,1,0,2429,354,13,49559,21,9,2473,110,21,156,1394,1550,726,1080
44,151,0.0014129351958441813,6,152,44687,53860,4,1,0,1022,291,13,53860,68,2,1028,50,68,173,1356,1529,789,1080
45,152,0.001367715951771074,18,153,50400,54814,4,1,0,3599,549,13,54814,55,3,3617,129,55,218,1541,1759,531,1080
46,153,0.0010442666276728042,22,154,52237,56248,4,1,0,5046,489,13,56248,378,3,5068,173,378,137,1783,1920,587,1076
47,154,0.0009561102195583404,11,155,52097,56400,4,1,0,4925,383,13,56400,74,3,4936,188,74,163,1757,1920,697,1080
48,155,0.0007546956452315247,1,156,47374,56872,4,1,0,5503,169,13,56872,94,2,5504,211,94,111,888,999,911,1080
37,168,0.0012718722397036804,3,169,62450,58789,6,1,0,349,503,13,58789,42,7,352,8,42,194,949,1143,577,1080
38,173,0.0012148958030747026,2,174,63623,60136,6,1,0,2272,357,13,60136,44,7,2274,76,44,173,1380,1553,723,1080
39,178,0.0010399054096077833,1,179,58592,61513,6,1,0,5449,315,13,61513,47,5,5450,157,47,172,1331,1503,765,1080
40,180,0.0014220074620314364,4,181,58709,61708,6,1,0,5898,401,13,61708,61,5,5902,177,61,249,1206,1455,679,1080
41,181,0.0009422666238991268,14,182,59123,62678,7,1,0,920,570,13,62678,58,6,934,36,58,182,1738,1920,449,1019
42,189,0.0013645471214789005,4,190,28062,64267,7,1,0,3500,546,13,64267,28,10,3504,117,28,182,1738,1920,534,1080
71,203,0.0006873050012827543,10,204,91691,70146,10,1,0,1468,116,15,70146,52,7,1478,74,52,38,226,264,237,353
72,206,0.0014169267412968984,26,207,86405,71522,10,1,0,2218,156,15,71522,26,5,2244,113,26,56,102,158,297,453
73,207,0.0014684729325929074,3,208,86405,71569,10,1,0,2241,138,15,71569,20,5,2244,115,20,40,94,134,244,382
74,208,0.0010552564568679368,3,209,95174,72927,10,1,0,5489,385,15,72927,70,9,5492,177,70,167,1095,1262,695,1080
103,222,0.001452914398589189,46,223,75753,78056,14,1,0,2040,122,15,78056,69,13,2086,63,69,35,1539,1574,179,301
104,223,0.001212871768674441,18,224,74182,78457,14,1,0,2986,429,15,78457,88,12,3004,79,88,207,1684,1891,651,1080
105,225,0.0012336961516806856,8,226,76918,78662,14,1,0,5333,325,15,78662,29,13,5341,93,29,172,1407,1579,753,1078
96,226,0.0012620435438095606,7,227,84319,79988,2,1,0,494,354,15,79988,50,4,501,9,50,97,0,97,724,1078
97,227,0.0009671389330477883,2,228,84586,80195,2,1,0,1454,120,15,80195,72,4,1456,19,72,73,843,916,960,1080
98,228,0.0008027509545450067,2,229,84867,80271,2,1,0,1679,293,15,80271,73,4,1681,21,73,175,887,1062,787,1080
99,229,0.0011363367262042967,2,230,84946,80389,2,1,0,2089,391,15,80389,39,4,2091,27,39,180,718,898,689,1080
100,230,0.00044237813869241134,3,231,85338,81092,2,1,0,3161,179,15,81092,94,4,3164,46,94,123,674,797,901,1080
101,232,0.0006949191139308728,2,233,85498,81380,2,1,0,3537,368,15,81380,73,4,3539,56,73,199,1105,1304,712,1080
102,233,0.00073862533444252,4,234,85705,81606,2,1,0,4934,217,15,81606,73,4,4938,64,73,127,747,874,863,1080
91,234,0.0014216545353141082,3,235,84526,82245,3,1,0,937,250,15,82245,76,4,940,16,76,144,1126,1270,830,1080
92,238,0.0004320285330370835,2,239,79989,84525,4,1,0,978,73,15,84525,82,2,980,25,82,58,1471,1529,1007,1080
78,244,0.001336202183523255,9,245,89413,86404,5,1,0,2193,282,15,86404,20,6,2202,57,20,131,0,131,798,1080
79,245,0.001343710662106385,13,246,89658,86539,5,1,0,2839,449,15,86539,42,6,2852,69,42,115,0,115,631,1080
80,249,0.0012875302953884145,29,250,93036,86676,5,1,0,2925,189,15,86676,25,7,2954,79,25,154,1390,1544,891,1080
81,250,0.0014180573455238373,8,251,89880,86815,5,1,0,3571,284,15,86815,25,6,3579,89,25,59,0,59,796,1080
83,252,0.000894755940099655,1,253,91691,87966,6,1,0,1477,225,15,87966,65,7,1478,49,65,134,852,986,855,1080
84,256,0.001085901255352381,1,257,92362,89594,6,1,0,2666,250,15,89594,52,7,2667,93,52,139,1050,1189,830,1080
85,260,0.001369365219622583,12,261,89413,91906,7,1,0,2190,446,15,91906,33,6,2202,58,33,290,1564,1854,634,1080
86,262,0.00104199310410379,23,263,86497,92469,7,1,0,2774,317,15,92469,107,5,2797,83,107,61,0,61,378,695
87,263,0.0003267446454398496,2,264,86542,92535,7,1,0,2817,388,15,92535,64,5,2819,85,64,220,958,1178,692,1080
88,264,0.0013368609006307792,15,265,89658,92572,7,1,0,2837,285,15,92572,34,6,2852,88,34,41,1879,1920,795,1080
89,265,0.0011317090471283215,13,266,89819,92642,7,1,0,2909,706,15,92642,69,6,2922,89,69,248,1494,1742,370,1076
90,267,0.0010683256734575703,10,268,89880,93192,7,1,0,3569,286,15,93192,35,6,3579,115,35,85,1835,1920,794,1080
75,270,0.0014411536610243491,5,271,69282,94303,9,1,0,989,367,15,94303,87,10,994,12,87,168,0,168,713,1080
76,271,0.0011883159117182134,3,272,70094,94617,9,1,0,1413,521,15,94617,72,10,1416,36,72,206,37,243,559,1080
77,274,0.0014640015728301374,10,275,72828,95172,9,1,0,5369,423,15,95172,84,10,5379,65,84,160,0,160,657,1080
106,279,0.0010022031415686543,9,280,124668,95906,10,1,0,64,397,17,95906,32,9,73,4,32,166,702,868,683,1080
137,284,0.0011150219277440406,6,285,96110,100095,11,1,0,839,559,17,100095,518,10,845,5,518,168,1752,1920,382,941
116,287,0.0008618386020681154,3,288,112163,101187,12,1,0,868,440,17,101187,85,3,871,22,85,197,374,571,640,1080
118,288,0.0011003609139912905,7,289,104054,101219,12,1,0,977,383,17,101219,28,13,984,26,28,224,417,641,695,1078
119,289,0.0013814408877946814,27,290,105296,101849,12,1,0,2380,459,17,101849,86,13,2407,92,86,203,432,635,621,1080
120,290,0.0014110733154200936,9,291,105343,101873,12,1,0,2401,455,17,101873,21,13,2410,97,21,251,814,1065,625,1080
121,292,0.0013577313555552064,2,293,114589,102150,12,1,0,2955,450,17,102150,95,3,2957,120,95,219,213,432,630,1080
123,293,0.0014941767610962148,16,294,106515,102250,12,1,0,3814,267,17,102250,27,13,3830,138,27,207,998,1205,813,1080
128,296,0.0013597250147383904,2,297,107113,103964,13,1,0,594,300,17,103964,25,14,596,23,25,182,839,1021,780,1080
129,298,0.0009948962436096868,22,299,109324,104025,13,1,0,901,148,17,104025,49,2,923,33,49,36,500,536,167,315
130,299,0.0009039180062921816,2,300,107261,104183,13,1,0,1189,155,17,104183,69,14,1191,51,69,103,772,875,925,1080
131,300,0.001438910692370086,2,301,101567,104829,13,1,0,1693,217,17,104829,252,12,1695,72,252,148,805,953,434,651
133,302,0.0010056540089422405,3,303,107662,105435,13,1,0,2651,397,17,105435,51,14,2654,134,51,199,965,1164,683,1080
134,305,0.0012608289987211668,3,306,107845,106199,13,1,0,3224,274,17,106199,43,14,3227,161,43,156,1141,1297,806,1080
135,306,0.0011773936672190852,3,307,107882,106246,13,1,0,3291,145,17,106246,39,14,3294,163,39,94,1058,1152,935,1080
136,308,0.0005777131757025429,25,309,110000,106549,13,1,0,3864,203,17,106549,34,2,3889,179,34,55,487,542,176,379
124,310,0.0008620494007829622,3,311,104054,107248,14,1,0,981,495,17,107248,34,13,984,24,34,105,1815,1920,575,1070
125,311,0.0007801324201516433,5,312,105343,107510,14,1,0,2405,534,17,107510,29,13,2410,49,29,227,1693,1920,518,1052
126,312,0.0011191082988180094,33,313,105840,107833,14,1,0,2908,119,17,107833,61,13,2941,67,61,36,1583,1619,166,285
127,313,0.0010994925269295248,9,314,106515,108001,14,1,0,3821,495,17,108001,39,13,3830,74,39,118,1802,1920,585,1080
111,316,0.0007796202599280495,6,317,110639,115920,3,1,0,5829,476,17,115920,39,2,5835,175,39,185,1116,1301,604,1080
112,317,0.001072579597679311,7,318,109052,115999,4,1,0,99,266,17,115999,44,2,106,1,44,148,1289,1437,814,1080
113,318,0.0011979631831281305,7,319,109457,116396,4,1,0,1264,309,17,116396,81,2,1271,34,81,171,738,909,771,1080
114,319,0.0010116251994109692,7,320,109624,116548,4,1,0,1749,128,17,116548,67,2,1756,39,67,84,1358,1442,952,1080
115,320,0.0008801836925139557,4,321,110247,117006,4,1,0,4302,189,17,117006,72,2,4306,63,72,151,1381,1532,888,1077
107,327,0.0014344544459634061,3,328,121643,118839,6,1,0,349,202,17,118839,30,7,352,13,30,144,1768,1912,878,1080
108,330,0.0012683869127817795,1,331,117964,119886,6,1,0,3086,392,17,119886,52,5,3087,53,52,198,1533,1731,688,1080
109,336,0.0012022136996852155,22,337,117740,122552,7,1,0,2682,200,17,122552,40,5,2704,62,40,41,0,41,304,504
110,340,0.0013319271108321055,6,341,120143,123313,7,1,0,4322,432,17,123313,42,6,4328,100,42,153,1767,1920,648,1080
138,345,0.0011482815631550045,17,346,134012,126716,10,1,0,1634,374,19,126716,37,6,1651,17,37,170,889,1059,410,784
139,346,0.001033813887862732,16,347,134079,126879,10,1,0,2190,286,19,126879,42,6,2206,21,42,130,939,1069,427,713
140,347,0.0010989230872136657,18,348,134203,127005,10,1,0,2743,361,19,127005,36,6,2761,29,36,156,895,1051,406,767
142,349,0.0011360465370146265,31,350,137461,127637,10,1,0,5105,122,19,127637,49,9,5136,61,49,38,337,375,279,401
146,351,0.0006889200441252338,4,352,128050,127705,10,1,0,5148,146,19,127705,40,11,5152,74,40,89,399,488,934,1080
147,352,0.0011366603390407578,5,353,137461,127733,10,1,0,5131,269,19,127733,25,9,5136,76,25,109,891,1000,508,777
167,354,0.001371219455774151,4,355,128720,128195,12,1,0,752,464,19,128195,66,13,756,1,66,188,1,189,616,1080
168,356,0.0011379678293018038,4,357,129169,128549,12,1,0,4275,524,19,128549,25,13,4279,21,25,195,0,195,546,1070
170,357,0.00131344176439823,1,358,128208,128862,13,1,0,902,146,19,128862,63,12,903,6,63,114,1781,1895,934,1080
169,358,0.0011267735648778018,3,359,129169,129910,14,1,0,4276,300,19,129910,30,13,4279,34,30,59,1861,1920,780,1080
165,359,0.0007716736115318463,40,360,131710,131035,2,1,0,816,509,19,131035,68,3,856,5,68,198,131,329,571,1080
166,360,0.00137178835269499,2,361,132644,131447,2,1,0,2520,419,19,131447,80,4,2522,52,80,198,924,1122,661,1080
154,361,0.0007635996477239579,5,362,133834,132869,5,1,0,445,548,19,132869,31,6,450,4,31,170,0,170,532,1080
155,362,0.0013212459021197738,3,363,134346,133310,5,1,0,2978,536,19,133310,80,6,2981,45,80,210,0,210,544,1080
156,363,0.001071682603307548,2,364,134563,133422,5,1,0,3071,639,19,133422,37,6,3073,58,37,227,0,227,441,1080
157,366,0.0013232123750741894,13,367,126717,134011,6,1,0,1632,183,19,134011,30,10,1645,12,30,75,232,307,127,310
158,368,0.0012718000946460785,14,369,127006,134202,6,1,0,2741,178,19,134202,30,10,2755,17,30,72,246,318,133,311
159,369,0.0013068494157358502,5,370,136633,134771,6,1,0,4690,339,19,134771,37,7,4695,50,37,173,1000,1173,741,1080
160,370,0.0014801984612108376,5,371,127665,134931,6,1,0,5103,115,19,134931,23,10,5108,57,23,46,413,459,136,251
162,372,0.000723284749480999,8,373,128050,134969,6,1,0,5144,146,19,134969,37,11,5152,58,37,56,467,523,131,277
163,373,0.0014063390564734801,8,374,134441,136023,7,1,0,3056,337,19,136023,48,6,3064,50,48,109,1811,1920,717,1054
164,375,0.001368168306092827,8,376,134563,136114,7,1,0,3065,401,19,136114,23,6,3073,55,23,251,1336,1587,675,1076
151,376,0.0008586670738742903,2,377,127642,137457,9,1,0,5081,547,19,137457,77,10,5083,49,77,225,91,316,533,1080
171,379,0.0012076280258141875,5,380,154928,139034,10,1,0,1236,461,9,139034,81,9,1241,16,81,196,780,976,619,1080
172,380,0.0007753757819722563,8,381,155129,139636,10,1,0,1588,257,9,139636,82,9,1596,26,82,146,471,617,823,1080
173,381,0.0007870585731497428,6,382,155301,140624,10,1,0,2598,330,9,140624,65,9,2604,44,65,148,987,1135,750,1080
186,383,0.0014665514695859651,9,384,143464,141770,12,1,0,567,544,9,141770,21,13,576,6,21,243,879,1122,536,1080
187,384,0.0008858323132958207,16,385,143845,141819,12,1,0,775,473,9,141819,24,13,791,16,24,232,752,984,607,1080
188,385,0.0013825417253782158,4,386,144208,142145,12,1,0,2830,527,9,142145,99,13,2834,39,99,193,2,195,553,1080
189,386,0.001361829171178519,6,387,146306,143004,12,1,0,5205,215,9,143004,207,14,5211,73,207,70,1850,1920,455,670
192,387,0.0010386897455529759,6,388,145481,143618,13,1,0,730,276,9,143618,154,14,736,8,154,151,1023,1174,804,1080
193,388,0.0012221958773190385,2,389,141993,144142,13,1,0,2319,172,9,144142,20,12,2321,36,20,89,1801,1890,906,1078
190,389,0.0012475298238945455,6,390,143464,145474,14,1,0,570,486,9,145474,21,13,576,1,21,229,1348,1577,594,1080
191,392,0.0013517330569204388,1,393,142268,146257,14,1,0,3476,126,9,146257,73,12,3477,47,73,83,1199,1282,954,1080
184,393,0.0008443071527049514,2,394,149675,147295,2,1,0,892,126,9,147295,60,4,894,12,60,80,662,742,954,1080
185,395,0.000967770728825008,47,396,150255,147774,2,1,0,4711,242,9,147774,105,4,4758,37,105,183,347,530,836,1078
182,396,0.0011681189724262102,1,397,147440,148541,3,1,0,2415,416,9,148541,74,2,2416,20,74,199,874,1073,664,1080
183,399,0.0011682023296321114,1,400,147363,149673,4,1,0,858,228,9,149673,188,2,859,12,188,169,1199,1368,842,1070
175,400,0.001412123578056003,8,401,152706,150646,5,1,0,2539,521,9,150646,27,6,2547,18,27,237,467,704,559,1080
176,401,0.0014977467586970439,18,402,152892,150747,5,1,0,3170,337,9,150747,27,6,3188,31,27,170,772,942,743,1080
177,403,0.0014018603464028554,1,404,154426,153183,6,1,0,4133,153,9,153183,41,7,4134,48,41,113,1061,1174,927,1080
178,405,0.0009034957400998306,4,406,152216,153950,7,1,0,1524,495,9,153950,45,6,1528,19,45,221,1699,1920,584,1079
179,406,0.0012509577588336704,4,407,152837,154178,7,1,0,3175,458,9,154178,42,6,3179,42,42,131,1789,1920,622,1080
180,407,0.0012496859609157725,16,408,152892,154207,7,1,0,3172,472,9,154207,27,6,3188,44,27,242,1348,1590,608,1080
181,409,0.001029389261353336,7,410,153544,154871,7,1,0,5818,609,9,154871,22,6,5825,90,22,256,967,1223,471,1080
174,410,0.0010016972287285283,6,411,139657,155127,9,1,0,1551,298,9,155127,96,10,1557,15,96,105,0,105,782,1080
