day	hour	camera	track	frame	Tracked
1	11	13	97	5671	False
1	11	3	87	5677	False
1	11	15	37	5933	False
1	11	7	74	5933	False
1	11	3	90	5933	False
1	11	3	101	5933	False
1	11	3	107	5933	False
1	11	2	48	5933	False
1	11	2	49	5933	False
1	11	14	59	5933	False
1	11	13	112	5933	False
1	11	13	114	5933	False
1	11	13	117	5933	False
1	11	1	35	5935	False
1	11	3	108	5954	False
1	11	2	50	5958	False
1	11	4	80	5966	False
1	11	13	121	5978	False
1	11	4	81	5979	False
1	11	15	38	5990	False
1	11	9	84	5990	False
1	11	1	36	5990	False
1	11	3	109	5990	False
1	11	4	82	5990	False
1	11	4	83	5990	False
1	11	12	84	5990	False
1	11	14	61	5990	False
1	11	13	123	5990	False
1	11	1	38	5998	False
1	11	10	1	259	False
1	11	10	2	263	False
1	11	10	3	268	False
1	11	13	6	269	False
1	11	13	7	270	False
1	11	13	8	271	False
1	11	2	1	273	False
1	11	2	2	274	False
1	11	2	3	276	False
1	11	13	9	276	False
1	11	4	4	277	False
1	11	4	5	289	False
1	11	7	1	295	False
1	11	5	1	313	False
1	11	4	6	323	False
1	11	4	7	325	False
1	11	4	8	327	False
1	11	10	4	455	False
1	11	7	3	455	False
1	11	2	7	455	False
1	11	2	9	455	False
1	11	12	1	455	False
1	11	2	10	461	False
1	11	10	5	463	False
1	11	5	2	464	False
1	11	5	3	465	False
1	11	5	4	473	False
1	11	7	4	482	False
1	11	7	5	484	False
1	11	7	6	486	False
1	11	7	7	492	False
1	11	7	8	494	False
1	11	13	15	506	False
1	11	3	7	507	False
1	11	13	16	507	False
1	11	13	17	508	False
1	11	13	18	509	False
1	11	5	5	523	False
1	11	5	6	538	False
1	11	7	9	541	False
1	11	6	1	544	False
1	11	10	6	565	False
1	11	7	10	565	False
1	11	5	7	566	False
1	11	7	11	585	False
1	11	13	19	596	False
1	11	13	20	598	False
1	11	13	21	600	False
1	11	3	8	605	False
1	11	13	22	605	False
1	11	13	23	607	False
1	11	13	24	609	False
1	11	13	25	610	False
1	11	9	1	611	False
1	11	9	2	612	False
1	11	13	26	612	False
1	11	13	27	612	False
1	11	11	1	613	False
1	11	10	7	614	False
1	11	11	2	616	False
1	11	5	8	1206	False
1	11	14	4	1206	False
1	11	10	9	2089	False
1	11	12	12	2089	False
1	11	5	12	2090	False
1	11	5	13	2091	False
1	11	10	10	2394	False
1	11	9	22	2394	False
1	11	6	3	2406	False
1	11	10	11	2409	False
1	11	9	24	2416	False
1	11	5	14	2447	False
1	11	5	15	2448	False
1	11	5	16	2450	False
1	11	6	4	2451	False
1	11	7	21	2451	False
1	11	7	22	2452	False
1	11	7	23	2453	False
1	11	7	24	2454	False
1	11	7	25	2455	False
1	11	7	26	2471	False
1	11	5	17	2478	False
1	11	4	32	2496	False
1	11	3	31	2625	False
1	11	13	52	2625	False
1	11	3	32	2641	False
1	11	5	18	2654	False
1	11	3	33	2654	False
1	11	5	19	2656	False
1	11	7	27	2669	False
1	11	7	28	2670	False
1	11	9	25	2681	False
1	11	7	29	2685	False
1	11	9	26	2686	False
1	11	7	30	2687	False
1	11	7	31	2688	False
1	11	7	32	2690	False
1	11	6	6	2694	False
1	11	9	28	2724	False
1	11	6	9	2726	False
1	11	7	33	2741	False
1	11	10	15	2743	False
1	11	5	20	2752	False
1	11	6	10	2753	False
1	11	7	34	2753	False
1	11	6	11	2754	False
1	11	7	35	2782	False
1	11	4	34	2846	False
1	11	12	16	2882	False
1	11	12	17	2886	False
1	11	12	18	2888	False
1	11	7	36	2947	False
1	11	10	17	3004	False
1	11	10	18	3007	False
1	11	10	19	3021	False
1	11	13	57	3027	False
1	11	4	35	3037	False
1	11	4	36	3039	False
1	11	5	21	3041	False
1	11	7	38	3050	False
1	11	5	22	3060	False
1	11	10	20	3064	False
1	11	10	21	3064	False
1	11	5	23	3064	False
1	11	10	22	3065	False
1	11	10	23	3065	False
1	11	10	24	3075	False
1	11	10	25	3081	False
1	11	10	26	3082	False
1	11	9	29	3085	False
1	11	9	30	3086	False
1	11	9	31	3087	False
1	11	5	24	3087	False
1	11	11	3	3087	False
1	11	6	17	3089	False
1	11	6	18	3090	False
1	11	3	39	3090	False
1	11	3	40	3100	False
1	11	2	25	3115	False
1	11	2	26	3119	False
1	11	2	28	3126	False
1	11	4	37	3130	False
1	11	4	38	3134	False
1	11	12	24	3143	False
1	11	14	14	3143	False
1	11	12	25	3144	False
1	11	12	26	3145	False
1	11	14	15	3145	False
1	11	12	27	3146	False
1	11	14	16	3146	False
1	11	12	28	3147	False
1	11	9	32	3173	False
1	11	11	4	3174	False
1	11	10	27	3191	False
1	11	10	28	3192	False
1	11	11	5	3197	False
1	11	13	58	3238	False
1	11	2	29	3242	False
1	11	2	30	3243	False
1	11	13	59	3245	False
1	11	4	40	3247	False
1	11	6	21	3248	False
1	11	2	31	3253	False
1	11	13	60	3262	False
1	11	3	41	3264	False
1	11	13	61	3264	False
1	11	3	42	3265	False
1	11	13	62	3271	False
1	11	3	43	3275	False
1	11	3	44	3276	False
1	11	3	45	3290	False
1	11	14	20	3292	False
1	11	13	63	3294	False
1	11	13	64	3301	False
1	11	3	46	3303	False
1	11	10	30	3304	False
1	11	3	47	3305	False
1	11	10	31	3307	False
1	11	3	48	3312	False
1	11	7	39	3314	False
1	11	3	49	3314	False
1	11	13	65	3315	False
1	11	13	66	3316	False
1	11	13	67	3317	False
1	11	3	50	3319	False
1	11	3	51	3320	False
1	11	10	32	3324	False
1	11	3	52	3328	False
1	11	13	68	3331	False
1	11	12	29	3333	False
1	11	7	41	3337	False
1	11	5	25	3351	False
1	11	5	26	3365	False
1	11	10	33	3495	False
1	11	5	27	3498	False
1	11	5	28	3506	False
1	11	7	43	3508	False
1	11	10	34	3569	False
1	11	3	54	3569	False
1	11	12	32	3569	False
1	11	13	70	3569	False
1	11	9	33	3572	False
1	11	13	72	3576	False
1	11	6	23	3577	False
1	11	3	55	3577	False
1	11	9	34	3579	False
1	11	9	35	3584	False
1	11	9	36	3586	False
1	11	9	37	3586	False
1	11	9	38	3589	False
1	11	9	39	3592	False
1	11	10	35	3593	False
1	11	9	40	3594	False
1	11	5	29	3595	False
1	11	7	44	3595	False
1	11	5	30	3596	False
1	11	6	24	3596	False
1	11	7	45	3596	False
1	11	5	31	3597	False
1	11	7	46	3597	False
1	11	5	32	3614	False
1	11	13	73	3617	False
1	11	13	74	3619	False
1	11	13	75	3620	False
1	11	12	33	3622	False
1	11	14	21	3623	False
1	11	14	22	3624	False
1	11	14	23	3625	False
1	11	14	24	3626	False
1	11	14	25	3627	False
1	11	14	26	3628	False
1	11	14	27	3629	False
1	11	13	76	3633	False
1	11	3	56	3634	False
1	11	13	77	3634	False
1	11	3	57	3635	False
1	11	13	78	3635	False
1	11	13	79	3636	False
1	11	13	80	3637	False
1	11	3	58	3638	False
1	11	9	57	3869	False
1	11	4	45	3886	False
1	11	5	33	3887	False
1	11	5	34	3888	False
1	11	6	26	3889	False
1	11	7	47	3889	False
1	11	9	58	3903	False
1	11	9	59	3908	False
1	11	9	60	3908	False
1	11	9	61	3908	False
1	11	9	62	3920	False
1	11	6	27	3926	False
1	11	9	63	3928	False
1	11	7	48	3929	False
1	11	4	47	3949	False
1	11	4	49	3961	False
1	11	10	37	4179	False
1	11	7	49	4179	False
1	11	7	50	4179	False
1	11	12	38	4179	False
1	11	5	35	4180	False
1	11	10	38	4185	False
1	11	14	28	4191	False
1	11	5	36	4192	False
1	11	14	29	4192	False
1	11	3	61	4193	False
1	11	14	30	4193	False
1	11	12	39	4198	False
1	11	10	39	4199	False
1	11	7	55	4200	False
1	11	7	56	4207	False
1	11	14	31	4217	False
1	11	14	32	4220	False
1	11	10	40	4266	False
1	11	10	41	4272	False
1	11	10	42	4273	False
1	11	10	43	4275	False
1	11	6	31	4279	False
1	11	9	65	4297	False
1	11	10	44	4393	True
1	11	9	69	4393	False
1	11	11	6	4393	False
1	11	10	45	4394	False
1	11	11	7	4394	False
1	11	10	46	4395	False
1	11	10	47	4396	False
1	11	11	8	4396	False
1	11	10	48	4397	False
1	11	6	32	4397	False
1	11	10	49	4398	False
1	11	10	50	4399	False
1	11	9	70	4399	False
1	11	9	71	4401	False
1	11	10	51	4554	False
1	11	6	33	4554	False
1	11	9	74	4565	False
1	11	1	24	4741	False
1	11	5	38	4766	False
1	11	7	59	4767	False
1	11	13	85	4767	False
1	11	5	39	4768	False
1	11	5	40	4770	False
1	11	12	40	4771	False
1	11	6	34	4773	False
1	11	6	35	4774	False
1	11	3	66	4774	False
1	11	6	36	4775	False
1	11	6	37	4783	False
1	11	13	86	4795	False
1	11	14	33	4798	False
1	11	14	34	4800	False
1	11	12	41	4801	False
1	11	12	42	4802	False
1	11	12	43	4803	False
1	11	12	44	4803	False
1	11	12	45	4813	False
1	11	12	46	4828	False
1	11	9	78	4831	False
1	11	11	9	4831	False
1	11	5	44	5026	False
1	11	5	45	5027	False
1	11	6	42	5027	False
1	11	5	46	5028	False
1	11	6	43	5028	False
1	11	7	64	5028	False
1	11	6	44	5029	False
1	11	7	65	5029	False
1	11	7	66	5030	False
1	11	7	67	5032	False
1	11	12	48	5039	False
1	11	3	70	5040	False
1	11	7	68	5047	False
1	11	14	38	5054	False
1	11	10	55	5057	False
1	11	10	56	5059	False
1	11	14	39	5060	False
1	11	13	89	5078	False
1	11	3	71	5081	False
1	11	12	49	5083	False
1	11	7	69	5084	False
1	11	3	72	5092	False
1	11	5	47	5095	False
1	11	5	48	5109	False
1	11	10	57	5162	False
1	11	12	50	5162	False
1	11	12	53	5162	False
1	11	12	56	5179	False
1	11	12	57	5182	False
1	11	12	58	5183	False
1	11	7	70	5184	False
1	11	12	59	5185	False
1	11	5	49	5189	False
1	11	12	60	5193	False
1	11	2	44	5202	False
1	11	7	71	5203	False
1	11	7	72	5204	False
1	11	5	50	5205	False
1	11	7	73	5205	False
1	11	5	51	5206	False
1	11	6	45	5213	False
1	11	12	61	5215	False
1	11	6	46	5219	False
1	11	12	62	5219	False
1	11	10	58	5251	False
1	11	10	59	5253	False
1	11	10	60	5254	False
1	11	10	61	5255	False
1	11	10	62	5256	False
1	11	11	10	5256	False
1	11	10	63	5307	False
1	11	9	82	5307	False
1	11	6	47	5307	False
1	11	4	71	5307	False
1	11	4	72	5309	False
1	11	4	73	5310	False
1	11	4	74	5311	False
1	11	13	90	5313	False
1	11	13	91	5315	False
1	11	2	45	5318	False
1	11	10	64	5731	False
1	11	14	54	5731	False
1	11	13	102	5731	False
1	11	13	107	5731	False
1	11	10	65	5732	False
1	11	13	108	5733	False
1	11	10	66	5734	False
1	11	13	109	5735	False
1	11	6	50	5736	False
1	11	13	110	5737	False
1	11	13	111	5738	False
1	11	6	51	5741	False
1	11	8	22	5761	False
1	11	3	91	5763	False
1	11	12	79	5764	False
1	11	8	23	5765	False
1	11	3	92	5780	False
1	11	6	52	5781	False
1	11	3	93	5781	False
1	11	4	77	5806	False
1	11	3	94	5814	False
1	11	13	113	5828	False
1	11	3	95	5837	False
1	11	8	24	5841	False
1	11	3	96	5841	False
1	11	4	78	5847	False
1	11	2	46	5849	False
1	11	4	9	622	False
1	11	4	10	624	False
1	11	13	28	646	False
1	11	13	29	682	False
1	11	14	1	749	False
1	11	14	2	753	True
1	11	9	3	1802	False
1	11	9	4	1905	False
1	11	9	7	1963	False
1	11	9	8	1967	False
1	11	9	9	1969	False
1	11	9	10	1969	False
1	11	9	11	1974	False
1	11	9	12	2217	False
1	11	3	30	2217	False
1	11	13	50	2217	False
1	11	9	13	2219	False
1	11	9	14	2221	False
1	11	9	15	2229	False
1	11	9	16	2230	False
1	11	9	17	2231	False
1	11	9	18	2233	False
1	11	9	19	2236	False
1	11	9	20	2238	False
1	11	9	21	2269	False
1	11	9	23	2368	False
1	11	14	17	3181	False
1	11	14	18	3186	False
1	11	9	41	3646	False
1	11	9	42	3676	False
1	11	9	43	3678	False
1	11	9	44	3689	False
1	11	9	45	3701	False
1	11	9	46	3701	False
1	11	9	47	3705	False
1	11	9	48	3706	False
1	11	9	49	3720	False
1	11	3	59	3723	False
1	11	3	60	3729	False
1	11	9	50	3751	True
1	11	4	43	3751	False
1	11	4	44	3754	False
1	11	9	51	3779	False
1	11	8	1	3779	False
1	11	9	52	3799	False
1	11	9	54	3816	False
1	11	9	55	3816	False
1	11	9	64	4034	False
1	11	2	38	4034	False
1	11	2	39	4034	False
1	11	6	30	4041	False
1	11	12	34	4061	False
1	11	9	66	4317	False
1	11	9	67	4319	False
1	11	9	68	4322	False
1	11	4	64	4334	False
1	11	9	72	4503	False
1	11	9	73	4506	False
1	11	9	75	4571	False
1	11	9	76	4578	False
1	11	9	77	4581	False
1	11	8	3	4833	False
1	11	12	47	4867	False
1	11	1	27	4875	False
1	11	12	63	5273	False
1	11	12	64	5304	False
1	11	12	65	5323	False
1	11	4	75	5331	False
1	11	14	41	5332	False
1	11	9	83	5333	False
1	11	12	66	5333	False
1	11	12	67	5333	False
1	11	14	42	5334	False
1	11	14	43	5337	False
1	11	14	44	5342	False
1	11	14	45	5351	False
1	11	4	41	3532	False
1	11	12	31	3536	False
1	11	4	42	3560	False
1	11	13	69	3563	False
1	11	2	32	3566	False
1	11	13	71	3566	False
1	11	3	53	3567	False
1	11	6	2	2191	False
1	11	6	5	2501	False
1	11	6	22	3416	False
1	11	2	42	4086	False
1	11	6	49	5601	False
1	11	8	17	5629	False
1	11	3	85	5631	False
1	11	6	53	5912	False
1	11	7	2	352	False
1	11	2	4	371	False
1	11	2	5	376	False
1	11	13	10	390	False
1	11	13	11	392	False
1	11	2	6	394	True
1	11	13	12	394	False
1	11	13	13	395	False
1	11	13	14	396	False
1	11	2	8	453	False
1	11	7	12	1084	False
1	11	4	14	1084	False
1	11	2	13	1084	False
1	11	13	34	1084	False
1	11	7	13	1092	False
1	11	7	14	1097	False
1	11	7	15	1099	False
1	11	3	21	1140	False
1	11	13	40	1202	False
1	11	7	18	1551	False
1	11	3	26	1983	False
1	11	3	27	1986	False
1	11	12	10	1989	False
1	11	3	28	1992	False
1	11	4	29	1996	False
1	11	12	11	2026	False
1	11	2	21	2058	False
1	11	2	22	2060	False
1	11	2	23	2063	False
1	11	12	13	2087	False
1	11	7	42	3427	False
1	11	12	30	3449	False
1	11	4	63	4071	False
1	11	12	35	4081	False
1	11	12	36	4084	False
1	11	12	37	4093	False
1	11	7	51	4124	False
1	11	7	52	4128	False
1	11	7	53	4130	False
1	11	7	54	4130	False
1	11	12	51	5135	False
1	11	12	52	5141	False
1	11	12	54	5141	False
1	11	12	55	5143	False
1	11	2	43	5149	False
1	11	4	79	5876	False
1	11	2	47	5876	False
1	11	14	56	5876	False
1	11	3	97	5877	False
1	11	14	57	5877	False
1	11	3	98	5878	False
1	11	14	58	5878	False
1	11	3	99	5879	False
1	11	13	115	5880	False
1	11	12	80	5884	False
1	11	3	100	5887	False
1	11	13	116	5891	False
1	11	3	102	5892	False
1	11	3	103	5894	False
1	11	3	104	5894	False
1	11	13	118	5914	False
1	11	7	75	5917	False
1	11	3	105	5921	False
1	11	13	119	5922	False
1	11	3	106	5924	False
1	11	13	120	5928	False
1	11	8	5	5418	False
1	11	8	6	5421	False
1	11	12	69	5428	False
1	11	3	77	5429	False
1	11	12	70	5429	False
1	11	12	71	5430	False
1	11	3	78	5431	False
1	11	8	8	5432	False
1	11	14	52	5435	False
1	11	12	72	5440	True
1	11	13	94	5444	False
1	11	8	10	5452	False
1	11	8	11	5454	False
1	11	12	73	5510	False
1	11	3	79	5511	False
1	11	12	75	5518	False
1	11	3	84	5567	False
1	11	3	86	5578	False
1	11	13	95	5586	False
1	11	8	14	5615	False
1	11	8	15	5619	False
1	11	13	98	5620	False
1	11	8	16	5625	False
1	11	8	18	5633	False
1	11	8	19	5635	False
1	11	13	99	5657	False
1	11	13	100	5665	False
1	11	13	101	5696	False
1	11	12	76	5697	False
1	11	14	53	5698	False
1	11	12	77	5699	False
1	11	12	78	5703	False
1	11	3	88	5705	False
1	11	14	55	5711	False
1	11	8	21	5713	False
1	11	13	103	5714	False
1	11	13	104	5715	False
1	11	13	105	5716	False
1	11	3	89	5720	False
1	11	13	106	5722	False
1	11	4	51	3975	False
1	11	4	52	3976	False
1	11	4	53	3980	False
1	11	13	122	5980	False
1	11	1	37	5982	False
1	11	14	60	5982	False
1	11	12	81	5983	False
1	11	12	82	5984	False
1	11	12	83	5985	False
1	11	3	2	6	False
1	11	13	2	11	False
1	11	13	3	19	False
1	11	13	5	24	False
1	11	3	4	115	False
1	11	3	5	117	False
1	11	3	6	121	False
1	11	3	9	825	False
1	11	12	3	833	False
1	11	3	10	836	False
1	11	13	31	844	False
1	11	3	11	869	False
1	11	3	12	872	False
1	11	12	4	872	False
1	11	3	13	874	False
1	11	3	14	874	False
1	11	3	15	875	False
1	11	12	5	875	False
1	11	14	3	875	False
1	11	3	16	876	False
1	11	12	6	878	False
1	11	3	17	884	False
1	11	3	18	885	False
1	11	12	7	900	False
1	11	13	32	907	False
1	11	13	33	908	False
1	11	13	35	929	False
1	11	3	19	938	False
1	11	13	36	959	False
1	11	4	11	965	False
1	11	4	12	970	False
1	11	13	37	970	False
1	11	12	8	1005	False
1	11	2	11	1019	False
1	11	2	12	1020	False
1	11	13	38	1021	False
1	11	4	13	1023	False
1	11	13	39	1023	False
1	11	3	20	1030	False
1	11	3	29	2172	False
1	11	14	11	2172	False
1	11	12	14	2174	False
1	11	14	12	2174	False
1	11	12	15	2175	False
1	11	13	51	2215	False
1	11	4	30	2216	False
1	11	4	31	2220	False
1	11	3	73	5367	False
1	11	14	48	5367	False
1	11	3	74	5368	False
1	11	14	49	5368	False
1	11	14	50	5369	False
1	11	14	51	5373	False
1	11	13	92	5373	False
1	11	3	76	5380	False
1	11	4	76	5414	False
1	11	13	30	809	False
1	11	12	2	817	False
1	11	4	16	1446	False
1	11	4	18	1621	False
1	11	13	45	1621	False
1	11	4	19	1622	False
1	11	13	46	1622	False
1	11	4	20	1626	False
1	11	13	47	1627	False
1	11	4	21	1655	False
1	11	4	22	1742	False
1	11	4	23	1746	False
1	11	4	24	1758	False
1	11	4	33	2586	False
1	11	4	58	4011	False
1	11	13	81	4021	False
1	11	13	82	4022	False
1	11	2	33	4024	False
1	11	2	34	4025	False
1	11	2	35	4026	False
1	11	2	36	4026	False
1	11	4	59	4027	False
1	11	2	37	4027	False
1	11	4	60	4028	False
1	11	4	61	4029	False
1	11	4	62	4029	False
1	11	4	65	4456	False
1	11	4	66	4541	True
1	11	4	67	4631	False
1	11	14	40	5327	False
1	11	14	46	5365	False
1	11	14	47	5366	False
1	11	13	42	1617	False
1	11	13	43	1618	False
1	11	13	44	1619	False
1	11	2	40	4030	False
1	11	2	41	4065	False
1	11	14	6	2167	False
1	11	14	7	2168	False
1	11	14	8	2169	False
1	11	14	9	2170	False
1	11	14	10	2171	False
1	11	13	48	1629	False
1	13	8	28	1184	False
1	13	8	36	1184	False
1	13	8	37	1234	False
1	13	8	38	1238	False
1	13	8	48	1807	False
1	13	8	49	1809	False
1	13	8	50	1824	False
1	13	8	62	2111	False
1	13	8	64	2118	False
1	13	8	65	2132	False
1	13	8	61	2133	False
1	13	8	74	2417	False
1	13	8	78	2417	False
1	13	8	90	2762	False
1	13	8	92	2762	False
1	13	8	105	3182	False
1	13	8	121	3182	False
1	13	6	67	3184	False
1	13	6	68	3191	False
1	13	8	122	3193	False
1	13	6	70	3246	False
1	13	8	127	3253	False
1	13	8	128	3255	False
1	13	8	132	3340	False
1	13	6	76	3785	False
1	13	6	80	3785	False
1	13	6	88	3785	False
1	13	6	90	3785	False
1	13	6	91	3785	False
1	13	1	39	3785	False
1	13	2	51	3801	False
1	13	10	89	4205	False
1	13	6	107	4205	False
1	13	6	112	4205	False
1	13	6	113	4205	False
1	13	6	115	4205	False
1	13	2	54	4205	False
1	13	2	67	4205	False
1	13	2	68	4205	False
1	13	10	92	4209	False
1	13	6	108	4209	False
1	13	6	116	4209	False
1	13	1	40	4211	False
1	13	10	93	4213	False
1	13	6	117	4213	False
1	13	10	94	4214	False
1	13	10	95	4215	False
1	13	10	96	4217	False
1	13	6	118	4218	False
1	13	1	41	4220	False
1	13	6	119	4238	False
1	13	10	97	4241	False
1	13	11	27	4241	False
1	13	10	98	4242	False
1	13	10	99	4243	False
1	13	1	42	4291	False
1	13	12	85	4291	False
1	13	2	70	4309	False
1	13	6	125	4394	False
1	13	1	43	4400	False
1	13	1	44	4408	False
1	13	10	103	4527	False
1	13	10	106	4527	False
1	13	9	86	4527	False
1	13	6	127	4527	False
1	13	6	128	4527	False
1	13	6	129	4552	False
1	13	6	130	4553	False
1	13	7	76	4553	False
1	13	7	77	4554	False
1	13	5	60	4555	False
1	13	7	78	4555	False
1	13	5	61	4556	False
1	13	7	79	4556	False
1	13	5	62	4557	False
1	13	5	63	4558	False
1	13	6	131	4558	False
1	13	7	80	4558	False
1	13	1	45	4570	False
1	13	1	46	4578	False
1	13	6	132	4586	False
1	13	1	47	4622	False
1	13	1	48	4623	False
1	13	12	91	4661	False
1	13	6	133	4662	False
1	13	12	92	4662	False
1	13	12	93	4663	False
1	13	6	134	4665	False
1	13	12	94	4670	False
1	13	14	62	4670	False
1	13	12	95	4675	False
1	13	12	96	4678	False
1	13	14	63	4678	False
1	13	6	135	4691	False
1	13	15	39	4694	False
1	13	15	40	4729	False
1	13	4	84	4734	False
1	13	6	136	4736	False
1	13	15	41	4737	False
1	13	9	87	4743	False
1	13	13	124	4747	False
1	13	9	88	4758	False
1	13	14	65	4761	False
1	13	12	97	4763	False
1	13	9	89	4772	False
1	13	12	98	4772	False
1	13	9	90	4775	False
1	13	9	91	4777	False
1	13	14	66	4787	False
1	13	12	99	4788	False
1	13	14	67	4789	False
1	13	1	49	4796	False
1	13	15	42	4799	False
1	13	15	43	4800	False
1	13	15	44	4811	False
1	13	13	125	4813	False
1	13	13	126	4814	False
1	13	15	45	4832	False
1	13	12	100	4843	False
1	13	13	127	4843	False
1	13	3	110	4846	False
1	13	12	101	4855	False
1	13	12	102	4860	False
1	13	15	46	4861	False
1	13	3	111	4861	False
1	13	3	112	4862	False
1	13	15	47	4863	False
1	13	3	113	4863	False
1	13	12	103	4863	False
1	13	3	114	4864	False
1	13	4	85	4864	False
1	13	2	72	4869	False
1	13	4	86	4879	False
1	13	2	73	4880	False
