frame_num,x1,y1,x2,y2,track,hour,camera,w,h,track_length,max_track_len,departure,entrance
4384,1298,153,1358,339,3,11,1,60,186,24,26,0,0
4385,1277,155,1337,338,3,11,1,60,183,25,26,0,0
4386,1260,155,1321,339,3,11,1,61,184,26,26,1,0
130,1867,931,1920,1073,1,11,10,53,142,0,0,0,0
131,1791,854,1920,1075,2,11,10,129,221,0,1,0,0
132,1727,820,1877,1075,2,11,10,150,255,1,1,0,0
133,1601,797,1788,1072,3,11,10,187,275,0,0,0,0
134,1419,771,1663,1072,4,11,10,244,301,0,130,0,1
135,1301,725,1581,1072,4,11,10,280,347,1,130,0,0
136,1179,706,1476,1074,4,11,10,297,368,2,130,0,0
137,1040,668,1365,1074,4,11,10,325,406,3,130,0,0
138,864,624,1223,1071,4,11,10,359,447,4,130,0,0
139,728,593,1110,1069,4,11,10,382,476,5,130,0,0
140,638,555,1048,1074,4,11,10,410,519,6,130,0,0
141,551,514,985,1075,4,11,10,434,561,7,130,0,0
142,482,497,913,1072,4,11,10,431,575,8,130,0,0
143,402,468,843,1077,4,11,10,441,609,9,130,0,0
144,343,448,783,1075,4,11,10,440,627,10,130,0,0
145,305,429,740,1075,4,11,10,435,646,11,130,0,0
146,291,404,690,1019,4,11,10,399,615,12,130,0,0
147,279,396,646,987,4,11,10,367,591,13,130,0,0
148,265,386,597,940,4,11,10,332,554,14,130,0,0
149,249,367,562,910,4,11,10,313,543,15,130,0,0
150,243,367,527,880,4,11,10,284,513,16,130,0,0
151,234,350,493,831,4,11,10,259,481,17,130,0,0
152,228,341,473,811,4,11,10,245,470,18,130,0,0
153,220,339,446,789,4,11,10,226,450,19,130,0,0
154,210,324,421,758,4,11,10,211,434,20,130,0,0
155,207,320,408,746,4,11,10,201,426,21,130,0,0
156,208,312,398,725,4,11,10,190,413,22,130,0,0
157,205,302,382,695,4,11,10,177,393,23,130,0,0
158,198,300,367,686,4,11,10,169,386,24,130,0,0
159,191,293,348,661,4,11,10,157,368,25,130,0,0
160,188,287,337,647,4,11,10,149,360,26,130,0,0
161,185,286,326,635,4,11,10,141,349,27,130,0,0
162,183,282,313,613,4,11,10,130,331,28,130,0,0
163,179,280,301,596,4,11,10,122,316,29,130,0,0
164,172,282,287,586,4,11,10,115,304,30,130,0,0
165,166,271,280,575,4,11,10,114,304,31,130,0,0
166,166,266,276,569,4,11,10,110,303,32,130,0,0
167,167,266,271,555,4,11,10,104,289,33,130,0,0
168,164,262,263,540,4,11,10,99,278,34,130,0,0
169,164,265,260,537,4,11,10,96,272,35,130,0,0
170,164,261,256,524,4,11,10,92,263,36,130,0,0
171,168,257,260,521,4,11,10,92,264,37,130,0,0
172,172,257,260,510,4,11,10,88,253,38,130,0,0
173,169,252,255,500,4,11,10,86,248,39,130,0,0
174,163,250,246,490,4,11,10,83,240,40,130,0,0
175,159,249,240,480,4,11,10,81,231,41,130,0,0
176,158,243,237,468,4,11,10,79,225,42,130,0,0
177,158,242,234,462,4,11,10,76,220,43,130,0,0
178,154,238,228,451,4,11,10,74,213,44,130,0,0
179,147,236,221,451,4,11,10,74,215,45,130,0,0
180,142,237,214,446,4,11,10,72,209,46,130,0,0
181,137,235,208,445,4,11,10,71,210,47,130,0,0
182,136,235,205,440,4,11,10,69,205,48,130,0,0
183,136,233,204,441,4,11,10,68,208,49,130,0,0
184,135,230,201,435,4,11,10,66,205,50,130,0,0
185,134,232,198,429,4,11,10,64,197,51,130,0,0
186,132,230,195,424,4,11,10,63,194,52,130,0,0
187,131,227,192,417,4,11,10,61,190,53,130,0,0
188,133,225,190,409,4,11,10,57,184,54,130,0,0
189,131,223,188,403,4,11,10,57,180,55,130,0,0
190,131,224,186,399,4,11,10,55,175,56,130,0,0
191,129,227,183,396,4,11,10,54,169,57,130,0,0
192,127,223,181,393,4,11,10,54,170,58,130,0,0
193,127,221,180,391,4,11,10,53,170,59,130,0,0
194,127,221,179,384,4,11,10,52,163,60,130,0,0
195,126,216,178,384,4,11,10,52,168,61,130,0,0
196,126,219,177,381,4,11,10,51,162,62,130,0,0
197,123,216,173,376,4,11,10,50,160,63,130,0,0
198,122,212,171,372,4,11,10,49,160,64,130,0,0
199,122,213,169,372,4,11,10,47,159,65,130,0,0
200,122,213,168,368,4,11,10,46,155,66,130,0,0
201,121,213,166,363,4,11,10,45,150,67,130,0,0
202,121,214,164,359,4,11,10,43,145,68,130,0,0
203,121,208,164,353,4,11,10,43,145,69,130,0,0
204,123,209,164,350,4,11,10,41,141,70,130,0,0
205,124,208,165,345,4,11,10,41,137,71,130,0,0
206,125,208,165,343,4,11,10,40,135,72,130,0,0
207,124,211,163,341,4,11,10,39,130,73,130,0,0
208,123,208,162,338,4,11,10,39,130,74,130,0,0
209,122,205,161,340,4,11,10,39,135,75,130,0,0
210,124,208,162,338,4,11,10,38,130,76,130,0,0
211,123,208,160,332,4,11,10,37,124,77,130,0,0
212,121,208,158,330,4,11,10,37,122,78,130,0,0
213,120,209,157,330,4,11,10,37,121,79,130,0,0
214,119,208,156,329,4,11,10,37,121,80,130,0,0
215,120,208,156,328,4,11,10,36,120,81,130,0,0
216,124,211,159,328,4,11,10,35,117,82,130,0,0
217,128,215,163,329,4,11,10,35,114,83,130,0,0
218,132,218,168,330,4,11,10,36,112,84,130,0,0
219,139,221,176,330,4,11,10,37,109,85,130,0,0
220,144,226,181,330,4,11,10,37,104,86,130,0,0
221,147,233,183,331,4,11,10,36,98,87,130,0,0
222,149,241,185,332,4,11,10,36,91,88,130,0,0
223,150,244,185,332,4,11,10,35,88,89,130,0,0
224,150,247,186,333,4,11,10,36,86,90,130,0,0
225,149,246,187,333,4,11,10,38,87,91,130,0,0
226,149,247,188,333,4,11,10,39,86,92,130,0,0
227,149,249,188,332,4,11,10,39,83,93,130,0,0
228,147,247,188,333,4,11,10,41,86,94,130,0,0
229,147,247,189,332,4,11,10,42,85,95,130,0,0
230,147,247,189,332,4,11,10,42,85,96,130,0,0
231,145,245,190,333,4,11,10,45,88,97,130,0,0
232,144,242,190,333,4,11,10,46,91,98,130,0,0
233,143,239,191,333,4,11,10,48,94,99,130,0,0
234,144,233,195,333,4,11,10,51,100,100,130,0,0
235,141,226,196,333,4,11,10,55,107,101,130,0,0
236,140,222,194,331,4,11,10,54,109,102,130,0,0
237,140,217,196,330,4,11,10,56,113,103,130,0,0
238,145,215,201,330,4,11,10,56,115,104,130,0,0
239,150,213,205,329,4,11,10,55,116,105,130,0,0
240,155,210,210,329,4,11,10,55,119,106,130,0,0
241,159,208,213,329,4,11,10,54,121,107,130,0,0
242,163,207,216,327,4,11,10,53,120,108,130,0,0
243,169,206,219,325,4,11,10,50,119,109,130,0,0
244,173,208,224,325,4,11,10,51,117,110,130,0,0
245,176,208,227,325,4,11,10,51,117,111,130,0,0
246,187,210,234,323,4,11,10,47,113,112,130,0,0
247,191,209,237,323,4,11,10,46,114,113,130,0,0
248,194,212,238,326,4,11,10,44,114,114,130,0,0
249,197,214,240,328,4,11,10,43,114,115,130,0,0
250,198,214,240,328,4,11,10,42,114,116,130,0,0
251,199,214,240,328,4,11,10,41,114,117,130,0,0
252,199,214,239,329,4,11,10,40,115,118,130,0,0
253,199,214,238,328,4,11,10,39,114,119,130,0,0
254,198,216,237,328,4,11,10,39,112,120,130,0,0
255,191,216,231,329,4,11,10,40,113,121,130,0,0
256,188,220,228,329,4,11,10,40,109,122,130,0,0
257,185,229,223,329,4,11,10,38,100,123,130,0,0
258,182,240,218,327,4,11,10,36,87,124,130,0,0
259,181,248,216,328,4,11,10,35,80,125,130,0,0
260,180,254,215,328,4,11,10,35,74,126,130,0,0
261,179,256,215,328,4,11,10,36,72,127,130,0,0
262,179,257,216,329,4,11,10,37,72,128,130,0,0
263,178,256,217,329,4,11,10,39,73,129,130,0,0
264,178,259,216,329,4,11,10,38,70,130,130,1,0
266,179,255,219,329,4,11,10,40,74,0,130,0,0
267,179,256,219,329,4,11,10,40,73,1,130,0,0
269,188,259,228,329,4,11,10,40,70,0,130,0,1
270,185,256,225,329,4,11,10,40,73,1,130,0,0
271,182,252,224,329,4,11,10,42,77,2,130,0,0
272,175,232,228,331,4,11,10,53,99,3,130,0,0
273,172,221,228,331,4,11,10,56,110,4,130,0,0
274,168,215,224,328,4,11,10,56,113,5,130,0,0
275,162,211,219,328,4,11,10,57,117,6,130,0,0
276,156,207,213,326,4,11,10,57,119,7,130,0,0
277,153,208,206,322,4,11,10,53,114,8,130,0,0
278,150,206,200,318,4,11,10,50,112,9,130,0,0
279,146,203,196,315,4,11,10,50,112,10,130,0,0
280,145,202,193,313,4,11,10,48,111,11,130,0,0
281,144,200,191,311,4,11,10,47,111,12,130,0,0
282,144,201,190,310,4,11,10,46,109,13,130,0,0
283,144,198,190,309,4,11,10,46,111,14,130,0,0
284,145,197,189,306,4,11,10,44,109,15,130,0,0
285,145,196,187,303,4,11,10,42,107,16,130,0,0
286,144,194,186,300,4,11,10,42,106,17,130,0,0
287,145,194,185,299,4,11,10,40,105,18,130,0,0
288,145,193,185,297,4,11,10,40,104,19,130,0,0
289,144,191,184,296,4,11,10,40,105,20,130,0,0
290,144,194,182,294,4,11,10,38,100,21,130,0,0
291,142,193,179,292,4,11,10,37,99,22,130,0,0
292,141,193,177,290,4,11,10,36,97,23,130,0,0
293,140,193,176,290,4,11,10,36,97,24,130,0,0
294,139,191,174,288,4,11,10,35,97,25,130,0,0
295,138,189,173,286,4,11,10,35,97,26,130,0,0
296,136,186,171,284,4,11,10,35,98,27,130,0,0
297,135,183,170,283,4,11,10,35,100,28,130,0,0
3607,104,165,139,239,5,11,10,35,74,0,85,0,0
3608,105,165,140,240,5,11,10,35,75,1,85,0,0
3609,105,165,141,240,5,11,10,36,75,2,85,0,0
3610,105,165,141,240,5,11,10,36,75,3,85,0,0
3611,105,166,141,243,5,11,10,36,77,4,85,0,0
3612,106,166,142,243,5,11,10,36,77,5,85,0,0
3613,106,167,142,244,5,11,10,36,77,6,85,0,0
3614,107,167,143,245,5,11,10,36,78,7,85,0,0
3615,107,168,143,246,5,11,10,36,78,8,85,0,0
3616,106,169,141,246,5,11,10,35,77,9,85,0,0
3617,105,170,140,248,5,11,10,35,78,10,85,0,0
3626,102,175,137,256,5,11,10,35,81,0,85,0,0
3635,109,183,144,273,5,11,10,35,90,0,85,0,0
3637,110,185,145,276,5,11,10,35,91,0,85,0,0
3639,111,184,146,278,5,11,10,35,94,0,85,0,0
3640,112,183,147,279,5,11,10,35,96,1,85,0,0
3641,112,183,148,280,5,11,10,36,97,2,85,0,0
3642,112,182,148,281,5,11,10,36,99,3,85,0,0
3643,112,182,148,285,5,11,10,36,103,4,85,0,0
3644,112,184,148,286,5,11,10,36,102,5,85,0,0
3645,112,184,149,288,5,11,10,37,104,6,85,0,0
3646,113,187,148,289,5,11,10,35,102,7,85,0,0
3647,112,186,149,292,5,11,10,37,106,8,85,0,0
3648,114,189,150,295,5,11,10,36,106,9,85,0,0
3649,115,190,151,297,5,11,10,36,107,10,85,0,0
3650,116,189,152,300,5,11,10,36,111,11,85,0,0
3651,118,192,153,300,5,11,10,35,108,12,85,0,0
3652,119,193,154,301,5,11,10,35,108,13,85,0,0
3656,127,199,162,308,5,11,10,35,109,0,85,0,1
3657,129,198,164,310,5,11,10,35,112,1,85,0,0
3658,131,199,167,313,5,11,10,36,114,2,85,0,0
3659,134,203,169,316,5,11,10,35,113,3,85,0,0
3660,138,202,174,317,5,11,10,36,115,4,85,0,0
3661,141,205,177,321,5,11,10,36,116,5,85,0,0
3662,143,206,179,323,5,11,10,36,117,6,85,0,0
3663,145,207,182,325,5,11,10,37,118,7,85,0,0
3664,147,210,184,327,5,11,10,37,117,8,85,0,0
3665,149,211,186,328,5,11,10,37,117,9,85,0,0
3666,151,210,190,332,5,11,10,39,122,10,85,0,0
3667,152,211,192,335,5,11,10,40,124,11,85,0,0
3668,154,210,194,334,5,11,10,40,124,12,85,0,0
3669,155,210,196,339,5,11,10,41,129,13,85,0,0
3670,158,210,201,343,5,11,10,43,133,14,85,0,0
3671,161,210,204,344,5,11,10,43,134,15,85,0,0
3672,164,211,206,344,5,11,10,42,133,16,85,0,0
3673,166,210,210,348,5,11,10,44,138,17,85,0,0
3674,167,211,211,351,5,11,10,44,140,18,85,0,0
3675,170,212,215,355,5,11,10,45,143,19,85,0,0
3676,171,212,217,359,5,11,10,46,147,20,85,0,0
3677,172,214,219,363,5,11,10,47,149,21,85,0,0
3678,172,212,219,364,5,11,10,47,152,22,85,0,0
3679,171,213,219,366,5,11,10,48,153,23,85,0,0
3680,170,215,219,371,5,11,10,49,156,24,85,0,0
3681,170,216,219,370,5,11,10,49,154,25,85,0,0
3682,168,215,219,378,5,11,10,51,163,26,85,0,0
3683,166,216,218,384,5,11,10,52,168,27,85,0,0
3684,165,216,217,385,5,11,10,52,169,28,85,0,0
3685,163,220,216,390,5,11,10,53,170,29,85,0,0
3686,164,224,217,392,5,11,10,53,168,30,85,0,0
3687,163,223,218,399,5,11,10,55,176,31,85,0,0
3688,164,228,219,402,5,11,10,55,174,32,85,0,0
3689,163,229,218,405,5,11,10,55,176,33,85,0,0
3690,162,230,218,406,5,11,10,56,176,34,85,0,0
3691,161,232,219,417,5,11,10,58,185,35,85,0,0
3692,159,231,220,423,5,11,10,61,192,36,85,0,0
3693,158,233,220,429,5,11,10,62,196,37,85,0,0
3694,157,235,219,432,5,11,10,62,197,38,85,0,0
3695,155,235,220,440,5,11,10,65,205,39,85,0,0
3696,154,239,221,447,5,11,10,67,208,40,85,0,0
3697,154,239,221,446,5,11,10,67,207,41,85,0,0
3698,154,240,224,456,5,11,10,70,216,42,85,0,0
3699,154,244,225,459,5,11,10,71,215,43,85,0,0
3700,155,244,226,462,5,11,10,71,218,44,85,0,0
3701,155,250,226,467,5,11,10,71,217,45,85,0,0
3702,157,252,230,476,5,11,10,73,224,46,85,0,0
3703,160,252,234,484,5,11,10,74,232,47,85,0,0
3704,162,256,237,493,5,11,10,75,237,48,85,0,0
3705,164,255,242,500,5,11,10,78,245,49,85,0,0
3706,167,257,246,510,5,11,10,79,253,50,85,0,0
3707,171,263,250,515,5,11,10,79,252,51,85,0,0
3708,174,261,257,522,5,11,10,83,261,52,85,0,0
3709,174,264,260,534,5,11,10,86,270,53,85,0,0
3710,173,265,262,543,5,11,10,89,278,54,85,0,0
3711,173,266,265,557,5,11,10,92,291,55,85,0,0
3712,174,270,271,577,5,11,10,97,307,56,85,0,0
3713,175,270,277,591,5,11,10,102,321,57,85,0,0
3714,174,275,280,607,5,11,10,106,332,58,85,0,0
3715,172,286,278,619,5,11,10,106,333,59,85,0,0
3716,171,289,280,627,5,11,10,109,338,60,85,0,0
3717,171,295,284,650,5,11,10,113,355,61,85,0,0
3718,175,300,293,666,5,11,10,118,366,62,85,0,0
3719,181,303,302,680,5,11,10,121,377,63,85,0,0
3720,188,313,312,700,5,11,10,124,387,64,85,0,0
3721,196,316,324,714,5,11,10,128,398,65,85,0,0
3722,207,322,341,734,5,11,10,134,412,66,85,0,0
3723,222,330,361,758,5,11,10,139,428,67,85,0,0
3724,236,333,379,772,5,11,10,143,439,68,85,0,0
3725,248,346,400,815,5,11,10,152,469,69,85,0,0
3726,262,355,420,840,5,11,10,158,485,70,85,0,0
3727,274,365,437,861,5,11,10,163,496,71,85,0,0
3728,287,384,457,899,5,11,10,170,515,72,85,0,0
3729,307,396,483,922,5,11,10,176,526,73,85,0,0
3730,322,411,514,980,5,11,10,192,569,74,85,0,0
3731,337,429,542,1031,5,11,10,205,602,75,85,0,0
3732,348,435,561,1053,5,11,10,213,618,76,85,0,0
3733,361,459,577,1074,5,11,10,216,615,77,85,0,0
3734,394,483,610,1080,5,11,10,216,597,78,85,0,0
3735,427,500,647,1080,5,11,10,220,580,79,85,0,0
3736,473,541,690,1080,5,11,10,217,539,80,85,0,0
3737,521,576,736,1080,5,11,10,215,504,81,85,0,0
3738,568,621,773,1080,5,11,10,205,459,82,85,0,0
3739,674,690,863,1080,5,11,10,189,390,83,85,0,0
3740,793,731,972,1077,5,11,10,179,346,84,85,0,0
3741,846,760,1015,1080,5,11,10,169,320,85,85,1,0
4620,251,214,290,337,11,11,10,39,123,0,17,0,0
4621,241,214,280,336,11,11,10,39,122,1,17,0,0
4622,227,214,266,336,11,11,10,39,122,2,17,0,0
4623,216,219,254,336,11,11,10,38,117,3,17,0,0
4624,200,215,239,334,11,11,10,39,119,4,17,0,0
4625,188,213,227,331,11,11,10,39,118,5,17,0,0
4626,177,209,217,332,11,11,10,40,123,6,17,0,0
4627,168,206,210,330,11,11,10,42,124,7,17,0,0
4628,164,207,203,327,11,11,10,39,120,8,17,0,0
4629,157,206,197,325,11,11,10,40,119,9,17,0,0
4630,153,205,190,320,11,11,10,37,115,10,17,0,0
4631,148,203,185,317,11,11,10,37,114,11,17,0,0
4632,144,202,181,315,11,11,10,37,113,12,17,0,0
4633,142,200,178,313,11,11,10,36,113,13,17,0,0
4634,138,201,174,311,11,11,10,36,110,14,17,0,0
4635,136,201,171,309,11,11,10,35,108,15,17,0,0
4636,133,196,168,307,11,11,10,35,111,16,17,0,0
4637,131,194,166,305,11,11,10,35,111,17,17,0,0
4772,139,225,174,336,13,11,10,35,111,0,42,0,1
4773,142,226,177,339,13,11,10,35,113,1,42,0,0
4774,142,227,178,343,13,11,10,36,116,2,42,0,0
4775,141,230,178,345,13,11,10,37,115,3,42,0,0
4776,138,229,177,353,13,11,10,39,124,4,42,0,0
4777,138,230,177,351,13,11,10,39,121,5,42,0,0
4778,138,231,179,356,13,11,10,41,125,6,42,0,0
4779,138,232,179,359,13,11,10,41,127,7,42,0,0
4780,137,233,177,358,13,11,10,40,125,8,42,0,0
4781,134,233,177,364,13,11,10,43,131,9,42,0,0
4782,134,234,178,367,13,11,10,44,133,10,42,0,0
4783,135,234,179,368,13,11,10,44,134,11,42,0,0
4784,135,236,179,371,13,11,10,44,135,12,42,0,0
4785,133,235,178,372,13,11,10,45,137,13,42,0,0
4786,130,236,179,384,13,11,10,49,148,14,42,0,0
4787,130,237,180,387,13,11,10,50,150,15,42,0,0
4788,131,239,180,389,13,11,10,49,150,16,42,0,0
4789,130,241,179,392,13,11,10,49,151,17,42,0,0
4790,126,241,177,397,13,11,10,51,156,18,42,0,0
4791,121,242,176,409,13,11,10,55,167,19,42,0,0
4792,121,242,176,410,13,11,10,55,168,20,42,0,0
4793,123,242,179,415,13,11,10,56,173,21,42,0,0
4794,122,243,179,422,13,11,10,57,179,22,42,0,0
4795,120,246,176,424,13,11,10,56,178,23,42,0,0
4796,119,253,176,430,13,11,10,57,177,24,42,0,0
4797,119,254,179,436,13,11,10,60,182,25,42,0,0
4798,122,255,182,442,13,11,10,60,187,26,42,0,0
4799,123,257,183,447,13,11,10,60,190,27,42,0,0
4800,119,258,182,452,13,11,10,63,194,28,42,0,0
4801,115,261,181,465,13,11,10,66,204,29,42,0,0
4802,117,263,181,462,13,11,10,64,199,30,42,0,0
4803,118,265,183,467,13,11,10,65,202,31,42,0,0
4804,115,266,181,477,13,11,10,66,211,32,42,0,0
4805,107,268,175,484,13,11,10,68,216,33,42,0,0
4806,97,272,166,485,13,11,10,69,213,34,42,0,0
4807,91,274,163,493,13,11,10,72,219,35,42,0,0
4808,86,277,161,509,13,11,10,75,232,36,42,0,0
4809,79,283,153,515,13,11,10,74,232,37,42,0,0
4810,62,283,136,515,13,11,10,74,232,38,42,0,0
4811,48,283,125,527,13,11,10,77,244,39,42,0,0
4812,35,286,114,539,13,11,10,79,253,40,42,0,0
4813,26,293,102,543,13,11,10,76,250,41,42,0,0
4814,19,295,96,550,13,11,10,77,255,42,42,1,0
133,1800,737,1918,1074,2,11,11,118,337,0,0,0,0
3745,1759,391,1919,1070,3,11,11,160,679,0,5,0,0
3746,1703,312,1882,1067,3,11,11,179,755,1,5,0,0
3747,1668,351,1843,1066,3,11,11,175,715,2,5,0,0
3748,1584,428,1750,1063,3,11,11,166,635,3,5,0,0
3749,1480,516,1641,1066,3,11,11,161,550,4,5,0,0
3750,1425,561,1572,1066,3,11,11,147,505,5,5,0,0
4134,580,366,817,1042,3,11,12,237,676,0,85,0,1
4135,573,340,784,939,3,11,12,211,599,1,85,0,0
4136,561,316,765,898,3,11,12,204,582,2,85,0,0
4137,539,306,742,882,3,11,12,203,576,3,85,0,0
4138,519,284,709,821,3,11,12,190,537,4,85,0,0
4139,497,277,683,804,3,11,12,186,527,5,85,0,0
4140,495,263,668,752,3,11,12,173,489,6,85,0,0
4141,489,246,656,719,3,11,12,167,473,7,85,0,0
4142,481,249,640,698,3,11,12,159,449,8,85,0,0
4143,468,238,621,664,3,11,12,153,426,9,85,0,0
4144,447,228,597,647,3,11,12,150,419,10,85,0,0
4145,437,227,582,636,3,11,12,145,409,11,85,0,0
4146,433,217,568,598,3,11,12,135,381,12,85,0,0
4147,432,215,561,577,3,11,12,129,362,13,85,0,0
4148,426,211,554,569,3,11,12,128,358,14,85,0,0
4149,419,203,540,542,3,11,12,121,339,15,85,0,0
4150,410,198,530,536,3,11,12,120,338,16,85,0,0
4151,410,191,525,516,3,11,12,115,325,17,85,0,0
4152,412,187,521,495,3,11,12,109,308,18,85,0,0
4153,408,190,513,485,3,11,12,105,295,19,85,0,0
4154,401,183,503,471,3,11,12,102,288,20,85,0,0
4155,392,180,492,464,3,11,12,100,284,21,85,0,0
4156,390,182,486,456,3,11,12,96,274,22,85,0,0
4157,387,175,479,442,3,11,12,92,267,23,85,0,0
4158,377,172,469,436,3,11,12,92,264,24,85,0,0
4159,354,147,454,426,3,11,12,100,279,25,85,0,0
4160,352,143,451,415,3,11,12,99,272,26,85,0,0
4161,351,145,449,414,3,11,12,98,269,27,85,0,0
4162,360,155,450,401,3,11,12,90,246,28,85,0,0
4163,361,157,448,398,3,11,12,87,241,29,85,0,0
4164,360,156,445,392,3,11,12,85,236,30,85,0,0
4165,360,153,441,380,3,11,12,81,227,31,85,0,0
4166,360,152,438,374,3,11,12,78,222,32,85,0,0
4167,362,152,438,369,3,11,12,76,217,33,85,0,0
4168,365,149,439,362,3,11,12,74,213,34,85,0,0
4169,367,151,438,359,3,11,12,71,208,35,85,0,0
4170,365,149,435,349,3,11,12,70,200,36,85,0,0
4171,367,147,433,341,3,11,12,66,194,37,85,0,0
4172,368,148,432,338,3,11,12,64,190,38,85,0,0
4173,369,144,433,332,3,11,12,64,188,39,85,0,0
4174,372,145,434,331,3,11,12,62,186,40,85,0,0
4175,366,141,428,325,3,11,12,62,184,41,85,0,0
4176,363,140,423,321,3,11,12,60,181,42,85,0,0
4177,362,141,420,319,3,11,12,58,178,43,85,0,0
4178,362,141,418,315,3,11,12,56,174,44,85,0,0
4179,361,141,416,313,3,11,12,55,172,45,85,0,0
4180,358,140,412,308,3,11,12,54,168,46,85,0,0
4181,355,136,409,302,3,11,12,54,166,47,85,0,0
4182,352,132,406,298,3,11,12,54,166,48,85,0,0
4183,353,131,405,295,3,11,12,52,164,49,85,0,0
4184,352,128,404,291,3,11,12,52,163,50,85,0,0
4185,351,129,401,286,3,11,12,50,157,51,85,0,0
4186,349,130,398,283,3,11,12,49,153,52,85,0,0
4187,346,129,394,279,3,11,12,48,150,53,85,0,0
4188,346,130,392,275,3,11,12,46,145,54,85,0,0
4189,344,128,390,272,3,11,12,46,144,55,85,0,0
4190,342,129,386,271,3,11,12,44,142,56,85,0,0
4191,336,128,382,270,3,11,12,46,142,57,85,0,0
4192,332,124,380,269,3,11,12,48,145,58,85,0,0
4193,332,125,378,266,3,11,12,46,141,59,85,0,0
4194,332,118,379,263,3,11,12,47,145,60,85,0,0
4195,333,121,378,261,3,11,12,45,140,61,85,0,0
4196,331,123,375,260,3,11,12,44,137,62,85,0,0
4197,330,122,374,255,3,11,12,44,133,63,85,0,0
4198,329,122,372,254,3,11,12,43,132,64,85,0,0
4199,330,123,372,250,3,11,12,42,127,65,85,0,0
4200,330,122,371,247,3,11,12,41,125,66,85,0,0
4201,329,121,371,248,3,11,12,42,127,67,85,0,0
4202,329,121,370,244,3,11,12,41,123,68,85,0,0
4203,329,120,369,240,3,11,12,40,120,69,85,0,0
