frame_num,x1,y1,x2,y2,track,hour,camera
502,250,749,466,1071,12,11,15
503,371,684,639,1069,13,11,15
504,447,618,762,1071,13,11,15
505,537,584,873,1071,13,11,15
506,624,537,991,1075,13,11,15
507,710,497,1100,1076,13,11,15
508,770,464,1176,1071,13,11,15
509,837,427,1240,1049,13,11,15
510,903,403,1295,1023,13,11,15
511,963,388,1326,976,13,11,15
512,1047,365,1390,938,13,11,15
513,1108,359,1438,917,13,11,15
514,1175,341,1476,867,13,11,15
515,1217,335,1498,842,13,11,15
515,3,847,145,1075,14,11,15
516,1239,269,1524,805,13,11,15
516,43,798,310,1074,15,11,15
517,1292,241,1581,783,13,11,15
517,134,738,458,1074,15,11,15
518,225,692,590,1072,15,11,15
519,332,647,737,1074,15,11,15
520,461,594,915,1073,15,11,15
521,545,552,1030,1071,15,11,15
522,602,500,1121,1070,15,11,15
523,682,473,1203,1063,15,11,15
524,746,444,1270,1057,15,11,15
525,841,420,1348,1033,15,11,15
526,911,402,1399,1013,15,11,15
527,986,383,1424,953,15,11,15
528,1043,365,1452,918,15,11,15
529,1110,355,1481,876,15,11,15
530,1173,341,1521,852,15,11,15
531,1211,339,1538,845,15,11,15
532,1274,315,1607,829,15,11,15
610,1334,196,1445,517,16,11,15
611,1328,196,1439,517,16,11,15
612,1325,193,1433,506,16,11,15
613,1303,191,1411,503,16,11,15
614,1285,186,1388,482,16,11,15
615,1265,183,1366,476,16,11,15
616,1248,181,1348,470,16,11,15
617,1237,172,1333,450,16,11,15
618,1231,170,1327,448,16,11,15
619,1228,173,1321,441,16,11,15
620,1221,166,1310,425,16,11,15
621,1211,162,1298,416,16,11,15
622,1203,161,1289,409,16,11,15
623,1199,152,1282,395,16,11,15
624,1198,153,1280,392,16,11,15
625,1198,153,1277,379,16,11,15
626,1198,147,1276,371,16,11,15
627,1196,146,1273,369,16,11,15
628,1193,142,1268,361,16,11,15
629,1192,141,1266,355,16,11,15
630,1190,140,1264,354,16,11,15
631,1190,139,1261,347,16,11,15
632,1188,138,1258,342,16,11,15
633,1189,139,1257,339,16,11,15
634,1188,135,1255,334,16,11,15
635,1189,133,1255,326,16,11,15
636,1190,136,1253,320,16,11,15
637,1193,135,1253,312,16,11,15
638,1196,136,1255,307,16,11,15
639,1198,135,1256,307,16,11,15
640,1198,130,1257,303,16,11,15
641,1198,126,1257,301,16,11,15
642,1200,124,1258,298,16,11,15
643,1202,121,1260,295,16,11,15
644,1203,120,1259,288,16,11,15
645,1203,120,1257,282,16,11,15
646,1204,121,1257,277,16,11,15
647,1204,121,1256,275,16,11,15
648,1204,120,1254,268,16,11,15
649,1203,119,1253,266,16,11,15
650,1199,119,1249,266,16,11,15
651,1195,116,1244,260,16,11,15
652,1189,116,1237,258,16,11,15
653,1182,117,1230,257,16,11,15
654,1174,116,1219,249,16,11,15
655,1167,113,1211,247,16,11,15
656,1164,112,1207,243,16,11,15
743,1313,277,1436,749,17,11,15
744,1298,281,1423,761,17,11,15
745,1277,279,1403,761,17,11,15
746,1210,295,1338,767,17,11,15
747,1160,299,1293,783,17,11,15
747,1344,402,1434,806,18,11,15
748,1093,299,1237,814,17,11,15
748,1309,324,1420,820,18,11,15
749,1020,310,1177,849,17,11,15
749,1243,316,1365,843,18,11,15
750,954,318,1118,868,17,11,15
750,1201,329,1329,873,18,11,15
751,882,329,1052,882,17,11,15
751,1149,333,1288,912,18,11,15
752,823,344,1005,903,17,11,15
752,1089,358,1244,982,18,11,15
753,739,351,932,922,17,11,15
753,1051,378,1213,1020,18,11,15
754,669,374,883,979,17,11,15
754,1007,393,1174,1044,18,11,15
755,600,391,835,1022,17,11,15
755,953,426,1123,1067,18,11,15
756,519,405,762,1040,17,11,15
756,891,452,1063,1075,18,11,15
757,457,439,711,1069,17,11,15
757,814,478,990,1078,18,11,15
758,379,469,634,1075,17,11,15
758,752,541,922,1082,18,11,15
759,306,498,568,1080,17,11,15
759,683,584,850,1084,18,11,15
760,244,547,508,1083,17,11,15
760,581,632,749,1087,18,11,15
761,155,591,411,1080,17,11,15
761,475,690,639,1083,18,11,15
762,85,651,322,1076,17,11,15
762,328,735,489,1076,18,11,15
763,-1,708,202,1080,17,11,15
763,206,805,354,1074,18,11,15
764,-68,741,124,1092,17,11,15
764,125,846,255,1082,18,11,15
1149,1175,135,1215,252,19,11,15
1150,1188,135,1228,252,19,11,15
1151,1194,131,1240,264,19,11,15
1152,1203,132,1249,269,19,11,15
1153,1212,137,1257,270,19,11,15
1154,1220,137,1268,278,19,11,15
1155,1230,139,1277,278,19,11,15
1156,1237,137,1285,282,19,11,15
1157,1244,140,1293,286,19,11,15
1158,1246,142,1297,290,19,11,15
1159,1248,143,1299,292,19,11,15
1160,1251,145,1301,291,19,11,15
1161,1252,146,1303,295,19,11,15
1162,1252,146,1305,302,19,11,15
1163,1253,149,1306,304,19,11,15
1164,1254,150,1308,308,19,11,15
1165,1255,150,1311,316,19,11,15
1166,1258,153,1315,322,19,11,15
1167,1260,155,1315,323,19,11,15
1167,1291,169,1325,306,20,11,15
1168,1262,156,1318,328,19,11,15
1169,1263,160,1319,331,19,11,15
1170,1263,160,1321,337,19,11,15
1171,1264,166,1324,348,19,11,15
1172,1265,170,1325,351,19,11,15
1173,1264,172,1326,359,19,11,15
1174,1263,176,1326,366,19,11,15
1175,1259,177,1324,371,19,11,15
1176,1255,179,1323,381,19,11,15
1177,1255,182,1324,385,19,11,15
1178,1253,183,1323,388,19,11,15
1179,1254,187,1325,396,19,11,15
1180,1251,192,1323,403,19,11,15
1181,1250,194,1325,414,19,11,15
1182,1251,198,1329,428,19,11,15
1183,1257,200,1336,433,19,11,15
1184,1260,204,1342,445,19,11,15
1185,1265,211,1349,459,19,11,15
1186,1269,214,1354,469,19,11,15
1187,1278,221,1362,472,19,11,15
1188,1288,226,1375,488,19,11,15
1189,1303,228,1392,498,19,11,15
1190,1319,235,1409,511,19,11,15
1191,1340,237,1431,523,19,11,15
1192,1356,243,1444,528,19,11,15
1193,1364,247,1453,537,19,11,15
1673,1278,286,1430,837,21,11,15
1673,1271,397,1422,527,22,11,15
1674,1271,290,1430,862,21,11,15
1675,1234,288,1396,865,21,11,15
1676,1188,300,1352,873,21,11,15
1677,1146,304,1317,890,21,11,15
1678,1112,313,1304,957,21,11,15
1679,1083,330,1283,998,21,11,15
1680,1048,333,1254,1006,21,11,15
1681,1001,348,1220,1052,21,11,15
1682,967,366,1190,1069,21,11,15
1683,944,377,1172,1078,21,11,15
1684,939,397,1170,1080,21,11,15
1685,940,421,1171,1078,21,11,15
1686,940,453,1173,1077,21,11,15
1687,935,499,1168,1078,21,11,15
1688,954,535,1190,1076,21,11,15
1689,1040,577,1283,1070,21,11,15
1690,1075,606,1319,1066,21,11,15
1691,1170,669,1406,1075,21,11,15
1692,1251,728,1468,1072,21,11,15
1693,1326,773,1528,1072,21,11,15
1694,1375,810,1554,1076,21,11,15
1756,56,774,299,1077,23,11,15
1757,219,721,462,1073,24,11,15
1758,292,655,582,1074,24,11,15
1759,405,620,715,1069,24,11,15
1760,516,566,865,1073,24,11,15
1761,615,514,994,1071,24,11,15
1762,706,481,1102,1073,24,11,15
1763,791,437,1204,1069,24,11,15
1764,862,400,1287,1067,24,11,15
1765,907,375,1338,1068,24,11,15
1766,966,346,1376,1026,24,11,15
1767,1030,329,1405,970,24,11,15
1768,1071,330,1421,940,24,11,15
1769,1146,314,1463,883,24,11,15
1770,1193,301,1494,860,24,11,15
1771,1225,299,1507,842,24,11,15
1772,1284,276,1569,824,24,11,15
1815,1175,121,1220,246,25,11,15
1816,1180,121,1227,251,25,11,15
1817,1190,120,1238,252,25,11,15
1818,1199,122,1248,261,25,11,15
1819,1208,124,1257,263,25,11,15
1820,1217,125,1266,263,25,11,15
1821,1227,131,1276,268,25,11,15
1822,1234,131,1283,268,25,11,15
1823,1238,132,1288,271,25,11,15
1824,1239,132,1290,277,25,11,15
1825,1236,132,1290,283,25,11,15
1826,1230,133,1287,296,25,11,15
1827,1225,133,1282,296,25,11,15
1828,1217,135,1276,300,25,11,15
1829,1203,137,1266,314,25,11,15
1830,1193,135,1256,314,25,11,15
1831,1183,136,1247,322,25,11,15
1832,1173,137,1236,323,25,11,15
1833,1161,139,1225,327,25,11,15
1834,1147,143,1212,333,25,11,15
1835,1133,143,1200,338,25,11,15
1836,1121,146,1189,343,25,11,15
1837,1108,147,1179,352,25,11,15
1838,1098,148,1171,357,25,11,15
1839,1086,153,1161,366,25,11,15
1840,1074,153,1151,371,25,11,15
1841,1066,157,1145,379,25,11,15
1842,1053,156,1138,392,25,11,15
1843,1042,157,1128,395,25,11,15
1844,1030,166,1118,406,25,11,15
1845,1016,165,1108,416,25,11,15
1846,1000,167,1096,430,25,11,15
1847,987,173,1087,444,25,11,15
1848,974,173,1077,451,25,11,15
1849,961,183,1066,466,25,11,15
1850,947,185,1056,479,25,11,15
1851,933,187,1046,498,25,11,15
1852,919,195,1035,517,25,11,15
1853,908,194,1026,524,25,11,15
1854,890,204,1011,541,25,11,15
1855,875,212,999,561,25,11,15
1856,858,214,989,583,25,11,15
1857,837,224,974,616,25,11,15
1858,822,231,962,634,25,11,15
1859,806,237,952,657,25,11,15
1860,784,252,936,691,25,11,15
1861,761,260,915,704,25,11,15
1862,737,278,898,744,25,11,15
1863,717,291,886,783,25,11,15
1864,696,303,871,812,25,11,15
1865,672,326,860,874,25,11,15
1866,650,338,843,901,25,11,15
1867,629,351,842,970,25,11,15
1868,626,381,852,1031,25,11,15
1869,615,395,852,1062,25,11,15
1870,604,427,848,1078,25,11,15
1871,628,471,869,1078,25,11,15
1872,670,496,912,1084,25,11,15
1873,724,561,948,1083,25,11,15
1874,804,604,1016,1084,25,11,15
1875,880,638,1088,1076,25,11,15
1875,1303,996,1469,1073,26,11,15
1876,967,706,1168,1080,25,11,15
1877,1000,737,1192,1094,25,11,15
1877,1066,767,1405,1071,27,11,15
1878,1144,789,1460,1071,27,11,15
1879,1224,809,1524,1075,27,11,15
1880,1313,837,1584,1075,27,11,15
1881,1376,855,1627,1076,27,11,15
2093,1376,793,1598,1073,28,11,15
2094,1297,750,1552,1069,28,11,15
2095,1226,725,1504,1069,28,11,15
2096,1135,683,1453,1066,28,11,15
2097,1011,638,1374,1065,28,11,15
2098,895,598,1299,1066,28,11,15
2099,784,557,1233,1070,28,11,15
2100,726,510,1213,1066,28,11,15
2101,711,479,1226,1066,28,11,15
2102,747,454,1277,1063,28,11,15
2103,768,418,1322,1064,28,11,15
2104,790,393,1353,1065,28,11,15
2105,808,368,1374,1066,28,11,15
2106,848,340,1401,1051,28,11,15
2107,897,329,1416,1025,28,11,15
2108,960,321,1432,976,28,11,15
2109,1018,310,1462,952,28,11,15
2110,1061,298,1483,933,28,11,15
2111,1108,281,1488,877,28,11,15
2112,1149,276,1498,847,28,11,15
2113,1195,327,1481,814,28,11,15
2114,1200,314,1482,794,28,11,15
2131,1318,906,1558,1073,29,11,15
2132,1100,895,1350,1075,30,11,15
2133,929,954,1163,1075,31,11,15
2221,1391,796,1617,1074,32,11,15
2222,1230,782,1453,1072,33,11,15
2223,1012,692,1297,1073,34,11,15
2224,865,654,1176,1069,34,11,15
2225,781,621,1121,1074,34,11,15
2226,698,556,1085,1072,34,11,15
2227,650,510,1070,1075,34,11,15
2228,635,475,1071,1073,34,11,15
2229,637,432,1094,1075,34,11,15
2230,658,405,1118,1071,34,11,15
2231,708,380,1151,1045,34,11,15
2232,776,356,1185,992,34,11,15
2233,822,337,1219,973,34,11,15
2234,903,321,1275,934,34,11,15
2235,993,307,1336,894,34,11,15
2236,1050,306,1382,882,34,11,15
2237,1112,299,1425,854,34,11,15
2238,1185,290,1478,837,34,11,15
2239,1220,294,1497,834,34,11,15
2240,1245,277,1524,819,34,11,15
2280,1178,127,1218,234,35,11,15
2281,1167,122,1212,242,35,11,15
2281,1196,128,1230,238,36,11,15
2282,1175,124,1215,233,35,11,15
2282,1208,128,1241,236,36,11,15
2283,1184,124,1229,246,35,11,15
2283,1230,137,1261,231,37,11,15
2284,1193,123,1241,255,35,11,15
2284,1244,123,1277,247,38,11,15
2285,1201,123,1252,261,35,11,15
2285,1254,133,1285,251,38,11,15
2286,1211,124,1261,259,35,11,15
2286,1262,133,1293,250,38,11,15
2287,1218,131,1267,263,35,11,15
2287,1265,131,1303,269,38,11,15
2288,1224,133,1273,264,35,11,15
2288,1273,134,1312,277,38,11,15
2289,1228,137,1276,268,35,11,15
2289,1280,135,1319,276,38,11,15
2290,1231,136,1282,275,35,11,15
2290,1283,136,1324,282,38,11,15
2291,1232,135,1284,279,35,11,15
2291,1285,136,1326,282,38,11,15
2292,1234,138,1284,281,35,11,15
2292,1286,137,1328,286,38,11,15
2293,1233,137,1285,284,35,11,15
2293,1289,139,1331,287,38,11,15
2294,1233,143,1284,287,35,11,15
2294,1290,140,1334,289,38,11,15
2295,1230,146,1283,298,35,11,15
2295,1291,145,1336,299,38,11,15
2296,1228,148,1283,306,35,11,15
2296,1288,145,1336,310,38,11,15
2297,1228,151,1282,311,35,11,15
2297,1286,148,1336,316,38,11,15
2298,1226,151,1280,309,35,11,15
2298,1285,150,1337,322,38,11,15
2299,1225,151,1281,316,35,11,15
2299,1284,153,1337,331,38,11,15
2300,1223,151,1281,321,35,11,15
2300,1282,156,1336,335,38,11,15
2301,1217,151,1278,331,35,11,15
2301,1277,154,1333,338,38,11,15
2302,1214,156,1277,339,35,11,15
2302,1274,156,1332,347,38,11,15
2303,1213,155,1276,341,35,11,15
2303,1273,154,1333,354,38,11,15
2304,1207,158,1274,357,35,11,15
2304,1269,155,1332,367,38,11,15
2305,1202,160,1270,364,35,11,15
2305,1265,158,1329,369,38,11,15
2306,1197,162,1267,369,35,11,15
2306,1263,159,1327,372,38,11,15
2307,1193,168,1265,380,35,11,15
2307,1261,164,1325,374,38,11,15
2308,1189,166,1262,381,35,11,15
2308,1259,165,1324,380,38,11,15
2309,1184,170,1257,384,35,11,15
2309,1254,167,1324,396,38,11,15
2310,1177,172,1253,392,35,11,15
2310,1246,172,1317,404,38,11,15
2311,1169,173,1248,405,35,11,15
2311,1241,173,1314,409,38,11,15
2312,1168,180,1246,416,35,11,15
2312,1240,179,1315,421,38,11,15
2313,1167,182,1248,426,35,11,15
2313,1236,180,1315,434,38,11,15
2314,1168,186,1250,436,35,11,15
2314,1238,178,1319,443,38,11,15
2315,1167,190,1250,447,35,11,15
2315,1240,185,1319,445,38,11,15
2316,1167,191,1253,460,35,11,15
2316,1239,185,1327,474,38,11,15
2317,1170,198,1262,485,35,11,15
2317,1239,195,1333,500,38,11,15
2318,1175,196,1271,498,35,11,15
2318,1252,196,1346,500,38,11,15
2319,1180,203,1279,520,35,11,15
2319,1261,198,1359,515,38,11,15
2320,1185,210,1286,534,35,11,15
2320,1266,207,1363,520,38,11,15
2321,1198,222,1301,547,35,11,15
2321,1277,214,1370,516,38,11,15
2322,1218,231,1327,564,35,11,15
2322,1304,225,1390,517,38,11,15
2322,1378,223,1437,527,39,11,15
2323,1265,229,1381,569,35,11,15
2323,1308,229,1395,524,38,11,15
2324,1280,228,1405,593,35,11,15
2324,1325,213,1389,416,40,11,15
2324,1374,263,1433,593,41,11,15
2325,1312,245,1433,606,35,11,15
2325,1300,204,1386,479,40,11,15
2326,1321,250,1445,618,35,11,15
2326,1283,201,1372,482,40,11,15
2327,1263,197,1354,479,40,11,15
2328,1251,190,1342,473,40,11,15
2329,1245,187,1333,458,40,11,15
2330,1237,186,1323,452,40,11,15
2331,1228,181,1311,435,40,11,15
2332,1221,181,1303,426,40,11,15
2333,1220,177,1304,431,40,11,15
2334,1224,172,1304,412,40,11,15
2335,1226,173,1307,417,40,11,15
2336,1227,169,1303,396,40,11,15
2337,1226,168,1300,385,40,11,15
2338,1227,167,1303,388,40,11,15
2339,1234,160,1308,376,40,11,15
2340,1243,157,1315,365,40,11,15
2341,1242,154,1314,364,40,11,15
2342,1239,149,1311,358,40,11,15
2343,1239,148,1309,349,40,11,15
2344,1243,147,1310,342,40,11,15
2345,1246,144,1311,335,40,11,15
2346,1245,143,1310,334,40,11,15
2347,1240,141,1305,328,40,11,15
2348,1240,140,1301,316,40,11,15
2349,1241,141,1299,312,40,11,15
2350,1241,139,1300,313,40,11,15
2351,1242,142,1298,307,40,11,15
2352,1241,142,1296,306,40,11,15
2353,1240,139,1294,301,40,11,15
2354,1239,140,1292,302,40,11,15
2355,1239,133,1292,298,40,11,15
2356,1238,133,1291,293,40,11,15
2357,1235,130,1287,290,40,11,15
2358,1231,129,1283,285,40,11,15
2359,1229,131,1277,277,40,11,15
2360,1225,129,1273,274,40,11,15
2361,1219,126,1268,275,40,11,15
2362,1212,124,1262,275,40,11,15
2363,1203,124,1251,269,40,11,15
2364,1193,124,1239,265,40,11,15
2365,1181,123,1228,263,40,11,15
2366,1169,120,1214,257,40,11,15
2367,1163,119,1207,254,40,11,15
2710,0,927,95,1076,42,11,15
2711,9,840,251,1071,43,11,15
2712,76,798,363,1073,43,11,15
2713,250,764,578,1072,44,11,15
2714,305,711,688,1073,44,11,15
2715,386,670,812,1076,44,11,15
2716,477,630,937,1072,44,11,15
2717,545,579,1051,1075,44,11,15
2718,613,547,1132,1071,44,11,15
2719,672,518,1202,1072,44,11,15
2720,736,485,1278,1072,44,11,15
2721,784,457,1332,1071,44,11,15
2722,835,439,1369,1059,44,11,15
2723,909,409,1393,997,44,11,15
2724,967,396,1409,954,44,11,15
2725,1008,379,1421,923,44,11,15
2726,1086,371,1457,881,44,11,15
2727,1132,366,1483,866,44,11,15
2728,1177,354,1512,850,44,11,15
2729,1228,333,1566,834,44,11,15
2729,1325,363,1434,806,45,11,15
4343,1172,120,1214,244,46,11,15
4344,1185,121,1229,250,46,11,15
4345,1197,126,1242,260,46,11,15
4346,1210,125,1258,265,46,11,15
4347,1219,131,1266,269,46,11,15
4348,1224,131,1274,274,46,11,15
4349,1231,133,1280,274,46,11,15
4350,1236,135,1284,274,46,11,15
4351,1239,135,1292,288,46,11,15
4352,1240,139,1295,297,46,11,15
4353,1240,141,1297,306,46,11,15
4354,1238,143,1296,314,46,11,15
4355,1236,143,1296,320,46,11,15
4356,1234,143,1295,322,46,11,15
4357,1227,146,1292,337,46,11,15
4358,1220,146,1286,340,46,11,15
4359,1216,145,1284,343,46,11,15
4360,1214,150,1282,347,46,11,15
4361,1211,149,1281,353,46,11,15
4362,1204,156,1278,371,46,11,15
4363,1197,155,1275,386,46,11,15
4364,1194,156,1274,395,46,11,15
4365,1196,163,1277,406,46,11,15
4366,1198,165,1279,405,46,11,15
4367,1199,174,1283,424,46,11,15
4368,1198,178,1283,431,46,11,15
4369,1203,179,1293,444,46,11,15
4370,1213,184,1307,459,46,11,15
4371,1231,185,1327,467,46,11,15
4372,1247,196,1345,486,46,11,15
4373,1274,197,1375,500,46,11,15
4374,1300,200,1404,512,46,11,15
4375,1317,208,1421,511,46,11,15
4376,1325,212,1432,520,46,11,15
4452,1174,121,1203,254,47,11,15
4453,1179,124,1210,265,47,11,15
4454,1192,128,1221,256,47,11,15
4455,1205,131,1231,244,47,11,15
4456,1212,130,1242,258,47,11,15
4457,1220,133,1252,266,47,11,15
4458,1225,135,1259,275,47,11,15
4459,1227,136,1265,285,47,11,15
4460,1233,134,1272,289,47,11,15
4461,1237,132,1277,289,47,11,15
4462,1239,137,1281,293,47,11,15
4463,1240,140,1281,296,47,11,15
4464,1239,142,1284,305,47,11,15
4465,1241,146,1285,309,47,11,15
4466,1237,144,1285,317,47,11,15
4467,1234,145,1285,324,47,11,15
4468,1230,150,1280,329,47,11,15
4469,1223,150,1275,331,47,11,15
4470,1218,152,1272,338,47,11,15
4471,1214,151,1270,342,47,11,15
4472,1211,156,1267,346,47,11,15
4473,1205,157,1263,352,47,11,15
4474,1199,154,1260,357,47,11,15
4475,1195,165,1256,367,47,11,15
4476,1190,167,1253,373,47,11,15
4477,1189,169,1253,380,47,11,15
4478,1186,173,1252,393,47,11,15
4479,1181,172,1250,401,47,11,15
4480,1180,180,1251,412,47,11,15
4481,1185,183,1259,425,47,11,15
4482,1194,187,1270,434,47,11,15
4483,1204,195,1284,449,47,11,15
4484,1210,196,1292,457,47,11,15
4485,1223,202,1310,475,47,11,15
4486,1236,208,1326,484,47,11,15
4487,1269,210,1360,495,47,11,15
4488,1292,217,1390,512,47,11,15
4489,1330,221,1426,519,47,11,15
4490,1340,225,1438,529,47,11,15
4752,1291,321,1431,697,48,11,15
4753,1275,313,1420,703,48,11,15
4754,1237,318,1386,719,48,11,15
4755,1192,328,1343,732,48,11,15
4755,1369,370,1426,679,49,11,15
4756,1138,326,1292,738,48,11,15
4756,1277,356,1419,865,50,11,15
4757,1078,337,1233,745,48,11,15
4757,1217,370,1364,891,50,11,15
4758,1038,342,1195,755,48,11,15
4758,1193,383,1336,884,50,11,15
4758,1264,382,1384,661,51,11,15
4759,988,351,1154,792,48,11,15
4759,1126,391,1270,886,50,11,15
4759,1210,403,1332,815,52,11,15
4760,947,357,1116,805,48,11,15
4760,1055,396,1213,922,50,11,15
4760,1162,416,1286,831,52,11,15
4761,981,387,1149,933,50,11,15
4761,1098,402,1233,856,52,11,15
4762,909,404,1096,999,50,11,15
4762,1057,412,1187,852,52,11,15
4763,843,404,1047,1048,50,11,15
4763,1016,422,1150,873,52,11,15
4764,787,451,983,1065,50,11,15
4764,979,435,1115,889,52,11,15
4764,820,402,996,722,53,11,15
4765,721,486,915,1079,50,11,15
4765,943,458,1083,921,52,11,15
4765,772,420,997,833,53,11,15
4766,657,522,849,1082,50,11,15
4766,908,474,1056,957,52,11,15
4767,565,544,756,1081,50,11,15
4767,870,508,1034,1039,52,11,15
4767,663,468,851,943,54,11,15
4768,480,577,669,1082,50,11,15
4768,839,549,1003,1070,52,11,15
4768,595,480,791,975,54,11,15
4769,401,629,579,1084,50,11,15
4769,805,587,968,1082,52,11,15
4769,519,502,732,1039,54,11,15
4770,310,676,483,1085,50,11,15
4770,753,628,912,1085,52,11,15
4770,448,526,663,1061,54,11,15
4771,206,722,373,1080,50,11,15
4771,684,671,838,1083,52,11,15
4771,375,562,584,1071,54,11,15
4772,95,765,256,1077,50,11,15
4772,620,755,760,1084,52,11,15
4772,298,609,492,1072,54,11,15
4773,18,797,165,1084,50,11,15
4773,549,829,677,1083,52,11,15
4773,229,639,421,1077,54,11,15
4774,505,869,620,1098,52,11,15
4774,200,677,389,1070,54,11,15
4775,147,706,328,1081,54,11,15
4776,3,757,300,1077,55,11,15
5226,1175,120,1201,239,56,11,15
5227,1185,130,1211,246,56,11,15
5228,1197,128,1225,250,56,11,15
5229,1208,122,1238,255,56,11,15
5230,1219,123,1251,262,56,11,15
5231,1229,124,1262,262,56,11,15
5232,1240,125,1274,266,56,11,15
5233,1248,124,1285,269,56,11,15
5234,1255,126,1293,272,56,11,15
5235,1259,130,1299,282,56,11,15
5236,1262,128,1304,287,56,11,15
5237,1264,132,1307,290,56,11,15
5238,1268,132,1314,299,56,11,15
5239,1272,134,1319,303,56,11,15
5240,1274,136,1324,311,56,11,15
5241,1273,135,1325,313,56,11,15
5242,1272,138,1325,319,56,11,15
5243,1272,138,1327,323,56,11,15
5244,1271,139,1327,325,56,11,15
5245,1271,142,1328,334,56,11,15
5246,1267,142,1327,341,56,11,15
5247,1264,146,1325,347,56,11,15
5248,1261,146,1326,361,56,11,15
5249,1260,145,1328,367,56,11,15
5250,1259,148,1329,372,56,11,15
5251,1254,148,1326,378,56,11,15
5252,1249,148,1323,382,56,11,15
5253,1248,154,1325,399,56,11,15
5253,1363,173,1401,267,57,11,15
5254,1251,156,1330,404,56,11,15
5255,1255,161,1334,410,56,11,15
5256,1257,170,1337,421,56,11,15
5257,1258,173,1341,435,56,11,15
5258,1264,179,1351,452,56,11,15
5259,1275,181,1364,460,56,11,15
5260,1291,184,1383,473,56,11,15
5261,1305,186,1403,494,56,11,15
5262,1325,189,1424,502,56,11,15
5263,1336,194,1435,504,56,11,15
5264,1342,196,1443,513,56,11,15
5483,1175,134,1201,252,58,11,15
5484,1181,137,1207,251,58,11,15
5485,1185,133,1214,258,58,11,15
5486,1192,133,1221,258,58,11,15
5487,1197,132,1227,263,58,11,15
5488,1201,130,1233,266,58,11,15
5489,1206,131,1239,267,58,11,15
5490,1208,132,1242,267,58,11,15
5491,1208,132,1243,271,58,11,15
5492,1208,132,1244,273,58,11,15
5493,1208,134,1244,275,58,11,15
5494,1207,133,1245,280,58,11,15
5495,1205,137,1244,284,58,11,15
5496,1201,139,1242,287,58,11,15
5497,1198,141,1240,288,58,11,15
5498,1195,143,1238,293,58,11,15
5499,1194,144,1238,295,58,11,15
5500,1192,145,1238,301,58,11,15
5501,1192,146,1239,304,58,11,15
5502,1192,147,1240,308,58,11,15
5503,1195,148,1245,311,58,11,15
5504,1201,148,1252,311,58,11,15
5505,1207,148,1260,318,58,11,15
5506,1213,152,1265,320,58,11,15
5507,1216,153,1270,326,58,11,15
5508,1220,154,1275,332,58,11,15
5509,1222,152,1280,339,58,11,15
5510,1223,156,1282,346,58,11,15
5511,1221,162,1281,352,58,11,15
5512,1219,166,1278,355,58,11,15
5513,1216,170,1277,362,58,11,15
5514,1213,172,1275,365,58,11,15
5515,1209,174,1271,366,58,11,15
5516,1203,177,1265,372,58,11,15
5517,1197,176,1261,377,58,11,15
5518,1190,178,1256,387,58,11,15
5519,1184,179,1252,392,58,11,15
5520,1179,179,1248,392,58,11,15
